Cancer	Signature	Type	HR	Low CI95	Up CI95	p-value	N/A_number	Number_Event	Likelihood_ratio_test	Wald_test	Score_test	zph
SARC	metastatic_disease_confirmed	YES (vs NO)	2.914911267	1.782616468	4.766424996	2.01E-05	56/37--121/28	84(32.18%)	1.96E-05	2.01E-05	7.88E-06	0.347769866
SARC	new_tumor_event_dx_days_to	Yes (vs NO)	2.4050895	1.559886311	3.708254546	7.11E-05	126/70--135/29	0(0%)	3.12E-05	7.11E-05	4.11E-05	0.071389466
SARC	new_tumor_event_type	Distant_Metastasis (vs NO)	3.058865261	1.89743664	4.931209026	4.46E-06	68/41--136/29	NA	NA	NA	NA	0.061248894
SARC	new_tumor_event_type	Locoregional_Recurrence (vs NO)	2.338021835	1.390476718	3.931274814	0.001358757	48/28--136/29	NA	NA	NA	NA	0.097462881
SARC	new_tumor_event_type	New_Primary_Tumor (vs NO)	0.501451664	0.068296267	3.681808422	0.497401194	8/1--136/29	NA	NA	NA	NA	0.06768988
SARC	new_tumor_event_type	Locoregional_Disease (vs NO)	4.46E-07	0	Inf	0.994275658	1/0--136/29	NA	NA	NA	NA	0.999832385
SARC	new_tumor_event_type	Global	NA	NA	NA	NA	NA	0(0%)	1.21E-05	8.79E-05	1.61E-05	0.166836595
SARC	other_dx	Yes (vs No)	1.057467307	0.618734476	1.807297231	0.838089054	42/16--219/83	0(0%)	0.839088664	0.838089054	0.83806838	0.716071193
SARC	PGR	(continuous)	0.930109103	0.874862474	0.988844497	0.020393609	259/98	2(0.77%)	0.018294755	0.020393609	0.019926578	0.328326954
SARC	PGR	H (vs L)	0.766713956	0.51459136	1.142363311	0.191644328	130/54--129/44	2(0.77%)	0.190287913	0.191644328	0.190353661	0.796408401
SARC	postoperative_rx_tx	YES (vs NO)	1.357551496	0.81302443	2.266778211	0.242554642	37/18--224/81	0(0%)	0.257917749	0.242554642	0.240736399	0.053782074
SARC	race	BLACK_OR_AFRICAN_AMERICAN (vs WHITE)	1.36536936	0.631237732	2.953298564	0.428847892	18/7--228/86	NA	NA	NA	NA	0.430737537
SARC	race	ASIAN (vs WHITE)	1.257432731	0.1724043	9.171100004	0.821234894	6/1--228/86	NA	NA	NA	NA	0.989581553
SARC	race	Global	NA	NA	NA	NA	NA	9(3.45%)	0.736280006	0.716977276	0.715117651	0.732544635
SARC	radiation_therapy	YES (vs NO)	0.958781168	0.615643896	1.493170538	0.852262944	73/27--188/72	0(0%)	0.851803193	0.852262944	0.852252239	0.264791644
SARC	residual_tumor	R1 (vs R0)	2.219326749	1.420769831	3.466720021	0.000459526	70/35--155/44	NA	NA	NA	NA	0.26307725
SARC	residual_tumor	RX (vs R0)	2.247075207	1.184010804	4.264612255	0.013262134	26/12--155/44	NA	NA	NA	NA	0.561242003
SARC	residual_tumor	R2 (vs R0)	10.87810554	5.042148896	23.46879923	1.17E-09	9/8--155/44	NA	NA	NA	NA	0.368940251
SARC	residual_tumor	Global	NA	NA	NA	NA	NA	1(0.38%)	5.09E-07	5.08E-09	7.22E-12	0.318222503
SARC	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	8.860932297	4.824133463	16.27569423	2.03E-12	123/81--129/12	9(3.45%)	0	2.03E-12	0	0.070966138
SARC	tumor_total_depth	Superficial (vs Deep)	0.3415398	0.107580686	1.084297179	0.068355834	21/3--187/74	53(20.31%)	0.030279564	0.068355834	0.055961982	0.647016938
SKCM	age_at_initial_pathologic_diagnosis	(continuous)	1.025245597	1.015747215	1.034832799	1.52E-07	455/214	15(3.19%)	7.23E-08	1.52E-07	1.22E-07	0.753116532
SKCM	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	1.588084556	1.05659455	2.386925577	0.026097414	140/59--171/83	NA	NA	NA	NA	0.059823663
SKCM	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	1.988179048	1.347289846	2.933931358	0.000537319	77/39--171/83	NA	NA	NA	NA	0.006960723
SKCM	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	3.192044323	1.576817149	6.461844335	0.001257151	23/10--171/83	NA	NA	NA	NA	0.092205098
SKCM	ajcc_pathologic_tumor_stage	I/II_NOS (vs Stage_I)	0.525890027	0.185749212	1.48889095	0.226147623	14/6--171/83	NA	NA	NA	NA	0.700479747
SKCM	ajcc_pathologic_tumor_stage	Stage_0 (vs Stage_I)	NA	NA	NA	NA	7/0--171/83	NA	NA	NA	NA	NA
SKCM	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	51(10.85%)	0.000146572	0.000348258	0.000198867	0.164875574
SKCM	AR	(continuous)	0.982208505	0.904494484	1.066599702	0.669484332	454/213	16(3.4%)	0.66822609	0.669484332	0.669468903	0.069989493
SKCM	AR	H (vs L)	0.958533605	0.730676045	1.257447371	0.759753801	227/96--227/117	16(3.4%)	0.759919485	0.759753801	0.759736958	0.508295483
SKCM	BMI	(continuous)	0.977337329	0.940256493	1.015880521	0.245404743	240/85	230(48.94%)	0.233655895	0.245404743	0.24542215	0.051670457
SKCM	BMI_category	Over (vs Normal)	0.837637339	0.489959771	1.432028409	0.517287535	83/25--89/31	NA	NA	NA	NA	0.309806691
SKCM	BMI_category	Obesity (vs Normal)	0.823187485	0.478043007	1.417524418	0.482877156	78/30--89/31	NA	NA	NA	NA	0.019336554
SKCM	BMI_category	Global	NA	NA	NA	NA	NA	230(48.94%)	0.751286123	0.745632651	0.745018119	0.060950893
SKCM	breslow_thickness_at_diagnosis	(continuous)	1.026997339	1.013584461	1.040587711	7.14E-05	354/172	116(24.68%)	0.0012153	7.14E-05	2.64E-05	0.659468427
SKCM	clark_level_at_diagnosis	V (vs III)	3.176130251	1.919034393	5.256707962	6.94E-06	77/36--168/90	NA	NA	NA	NA	0.534194136
SKCM	clark_level_at_diagnosis	IV (vs III)	1.744661139	1.171806225	2.597564703	0.006130787	52/30--168/90	NA	NA	NA	NA	0.856887922
SKCM	clark_level_at_diagnosis	II (vs III)	0.603816802	0.253226902	1.439794614	0.255184639	18/6--168/90	NA	NA	NA	NA	0.253166622
SKCM	clark_level_at_diagnosis	I (vs III)	1.20E-06	0	Inf	0.994875985	6/0--168/90	NA	NA	NA	NA	0.999698515
SKCM	clark_level_at_diagnosis	Global	NA	NA	NA	NA	NA	156(33.19%)	1.34E-05	2.81E-05	8.97E-06	0.697822987
SKCM	ESR1	(continuous)	0.887682992	0.8078728	0.975377677	0.013189053	454/213	16(3.4%)	0.014391917	0.013189053	0.013046114	0.358268502
SKCM	ESR1	H (vs L)	0.716505433	0.54600396	0.940249654	0.016203387	225/116--229/97	16(3.4%)	0.015948933	0.016203387	0.0157314	0.733865701
SKCM	ESR2	(continuous)	1.010544057	0.931446042	1.096359043	0.80086752	454/213	16(3.4%)	0.801292182	0.80086752	0.800864523	0.398785063
SKCM	ESR2	H (vs L)	0.924449414	0.702118204	1.217183536	0.575690921	225/116--229/97	16(3.4%)	0.575448682	0.575690921	0.575597561	0.226355111
SKCM	gender	FEMALE (vs MALE)	0.846792816	0.634692664	1.129772115	0.258265318	180/71--290/145	15(3.19%)	0.253974666	0.258265318	0.257744564	0.031651303
SKCM	history_of_neoadjuvant_treatment	Yes (vs No)	0.655540906	0.373249394	1.151331753	0.141678291	25/13--445/203	15(3.19%)	0.118065045	0.141678291	0.138758536	0.201712515
SKCM	new_tumor_event_after_initial_treatment	NO (vs YES)	1.39966904	0.976530384	2.00615716	0.067151503	132/38--338/178	15(3.19%)	0.076598398	0.067151503	0.065972836	0.117037741
SKCM	new_tumor_event_dx_days_to	NO (vs Yes)	0.65153849	0.471918405	0.899525002	0.009229597	190/49--280/167	15(3.19%)	0.006925639	0.009229597	0.008716878	0.903859201
SKCM	other_dx	Yes (vs No)	1.187878262	0.676429808	2.086032798	0.548994755	22/13--448/203	15(3.19%)	0.558789166	0.548994755	0.548507872	0.803236563
SKCM	pathologic_stage_v2	StageIII/IV (vs StageI/II)	1.600967469	1.195518764	2.143920209	0.001585744	194/93--224/98	NA	NA	NA	NA	0.0526006
SKCM	pathologic_stage_v2	I/II_NOS (vs StageI/II)	0.407546871	0.147951135	1.122630471	0.082525648	14/6--224/98	NA	NA	NA	NA	0.949925861
SKCM	pathologic_stage_v2	Global	NA	NA	NA	NA	NA	51(10.85%)	0.000351869	0.000752264	0.000536061	0.146993134
SKCM	PGR	(continuous)	0.986196205	0.889450943	1.093464414	0.791890729	454/213	16(3.4%)	0.791479304	0.791890729	0.791892589	0.107643301
SKCM	PGR	H (vs L)	0.928819853	0.709493202	1.215947268	0.591072071	226/102--228/111	16(3.4%)	0.591306248	0.591072071	0.590988739	0.111847585
SKCM	postoperative_rx_tx	YES (vs NO)	0.838186175	0.602616907	1.165841941	0.294406117	92/46--378/170	15(3.19%)	0.286468468	0.294406117	0.293785255	0.301609462
SKCM	primary_melanoma_known_dx	NO (vs YES)	0.775477394	0.465206228	1.292685164	0.329415056	47/16--423/200	15(3.19%)	0.312108074	0.329415056	0.328115525	0.374285134
SKCM	primary_melanoma_tumor_ulceration	YES (vs NO)	2.364855079	1.764636147	3.169230978	8.31E-09	167/78--303/138	15(3.19%)	3.06E-08	8.31E-09	3.34E-09	0.431077008
SKCM	race	ASIAN (vs WHITE)	4.427496983	2.043865397	9.59100808	0.000161627	12/7--447/207	NA	NA	NA	NA	0.621528556
SKCM	race	BLACK_OR_AFRICAN_AMERICAN (vs WHITE)	NA	NA	NA	NA	1/0--447/207	NA	NA	NA	NA	NA
SKCM	race	Global	NA	NA	NA	NA	NA	25(5.32%)	0.001911541	0.000161627	3.64E-05	0.885270074
SKCM	radiation_therapy	YES (vs NO)	0.86767562	0.44428848	1.694531852	0.677688756	23/9--447/207	15(3.19%)	0.671069046	0.677688756	0.677433445	0.504997559
SKCM	submitted_tumor_site.1	Primary_Tumor (vs Regional_Lymph_Node)	2.948922479	1.877210319	4.632482413	2.69E-06	103/30--222/107	NA	NA	NA	NA	0.523621034
SKCM	submitted_tumor_site.1	Regional_Cutaneous_or_Subcutaneous_Tissue_(includes_satellite_and_in-transit_metastasis) (vs Regional_Lymph_Node)	1.049909533	0.728949612	1.512189606	0.793604259	74/40--222/107	NA	NA	NA	NA	0.13130201
SKCM	submitted_tumor_site.1	Distant_Metastasis (vs Regional_Lymph_Node)	0.989670807	0.679160345	1.442145899	0.956896416	68/38--222/107	NA	NA	NA	NA	0.538408733
SKCM	submitted_tumor_site.1	Global	NA	NA	NA	NA	NA	18(3.83%)	0.000179405	3.43E-05	1.26E-05	0.492562213
SKCM	tumor_status	TUMOR_FREE (vs WITH_TUMOR)	0.125973542	0.079410947	0.199838108	0	214/20--247/190	23(4.89%)	0	0	0	0.17294422
STAD	age_at_initial_pathologic_diagnosis	(continuous)	1.016829134	1.002332136	1.031535807	0.022732024	434/169	9(2.03%)	0.021217824	0.022732024	0.0226421	0.588038385
STAD	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	1.456369624	0.756600633	2.803344844	0.260513123	130/37--183/85	NA	NA	NA	NA	0.755175021
STAD	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	2.589644271	1.412041668	4.749333964	0.002104932	59/13--183/85	NA	NA	NA	NA	0.841953888
STAD	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	4.452002881	2.244432899	8.830885372	1.92E-05	44/26--183/85	NA	NA	NA	NA	0.152733712
STAD	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	33(7.45%)	2.19E-06	3.16E-06	9.85E-07	0.248485387
STAD	anatomic_neoplasm_subdivision	Fundus/Body (vs Antrum/Distal)	0.782128833	0.543683999	1.125149007	0.18535785	152/54--161/65	NA	NA	NA	NA	0.340532092
STAD	anatomic_neoplasm_subdivision	Cardia/Proximal (vs Antrum/Distal)	1.113649496	0.714934296	1.734726125	0.634060293	62/28--161/65	NA	NA	NA	NA	0.81572754
STAD	anatomic_neoplasm_subdivision	Gastroesophageal_Junction (vs Antrum/Distal)	0.723488495	0.398454359	1.313665143	0.287544717	46/14--161/65	NA	NA	NA	NA	0.148791214
STAD	anatomic_neoplasm_subdivision	Stomach_(NOS) (vs Antrum/Distal)	1.190410987	0.371960425	3.809755616	0.769008401	8/4--161/65	NA	NA	NA	NA	0.068546182
STAD	anatomic_neoplasm_subdivision	Other_(please_specify) (vs Antrum/Distal)	0.276146135	0.038227502	1.994812214	0.202134292	5/1--161/65	NA	NA	NA	NA	0.753798147
STAD	anatomic_neoplasm_subdivision	Global	NA	NA	NA	NA	NA	15(3.39%)	0.309897853	0.389646022	0.363357073	0.304598668
STAD	AR	(continuous)	1.118554424	1.034712615	1.209189858	0.004826834	409/157	34(7.67%)	0.005222773	0.004826834	0.004684645	0.792252165
STAD	AR	H (vs L)	1.644760987	1.1949555	2.263882383	0.002268561	204/64--205/93	34(7.67%)	0.002042278	0.002268561	0.00204569	0.774321896
STAD	ESR1	(continuous)	1.095144974	0.989001166	1.212680586	0.080579181	409/157	34(7.67%)	0.083899986	0.080579181	0.081219638	0.214575565
STAD	ESR1	H (vs L)	1.410491205	1.028048571	1.935205685	0.033057164	205/68--204/89	34(7.67%)	0.032168344	0.033057164	0.032208467	0.586423897
STAD	ESR2	(continuous)	1.01843362	0.883738115	1.173658825	0.800760591	409/157	34(7.67%)	0.800799412	0.800760591	0.800761837	0.477923598
STAD	ESR2	H (vs L)	1.049805449	0.767333533	1.43626133	0.761180278	204/79--205/78	34(7.67%)	0.761202701	0.761180278	0.761157735	0.678532102
STAD	gender	FEMALE (vs MALE)	0.931245732	0.677689425	1.279669687	0.660471929	158/58--285/114	6(1.35%)	0.659318029	0.660471929	0.660404964	0.513928186
STAD	h_pylori_infection	Yes (vs No)	0.511928626	0.225486429	1.162246965	0.109476117	20/6--423/166	6(1.35%)	0.075543452	0.109476117	0.103136697	0.320125577
STAD	histological_grade	G2 (vs G3)	0.768060866	0.554415043	1.064035872	0.112570734	159/56--263/109	NA	NA	NA	NA	0.065919003
STAD	histological_grade	G1 (vs G3)	0.642342034	0.203793836	2.024611232	0.449831861	12/3--263/109	NA	NA	NA	NA	0.498486441
STAD	histological_grade	GX (vs G3)	1.271714091	0.468170201	3.454420479	0.637324251	9/4--263/109	NA	NA	NA	NA	0.739551424
STAD	histological_grade	Global	NA	NA	NA	NA	NA	6(1.35%)	0.335278813	0.344561823	0.340585821	0.26876573
STAD	histological_grade_v2	G_3/4/High (vs G_1/2/Low)	1.315194495	0.954717507	1.811778401	0.093654897	171/59--263/109	NA	NA	NA	NA	0.056918174
STAD	histological_grade_v2	GX (vs G_1/2/Low)	1.672790796	0.606315211	4.615139118	0.320400917	9/4--263/109	NA	NA	NA	NA	0.353542386
STAD	histological_grade_v2	Global	NA	NA	NA	NA	NA	6(1.35%)	0.192584136	0.196982202	0.194478557	0.140544698
STAD	histological_type	Stomach_Intestinal_Adenocarcinoma_Not_Otherwise_Specified_(NOS) (vs Stomach_Adenocarcinoma_Not_Otherwise_Specified_(NOS))	0.870702763	0.5732138	1.322583828	0.51625043	82/37--164/61	NA	NA	NA	NA	0.77462359
STAD	histological_type	Stomach_Intestinal_Adenocarcinoma_Tubular_Type (vs Stomach_Adenocarcinoma_Not_Otherwise_Specified_(NOS))	0.81089732	0.524501111	1.253676017	0.345708795	79/31--164/61	NA	NA	NA	NA	0.690042093
STAD	histological_type	Stomach_Adenocarcinoma_Diffuse_Type (vs Stomach_Adenocarcinoma_Not_Otherwise_Specified_(NOS))	0.816552946	0.51986573	1.282559467	0.379009828	72/28--164/61	NA	NA	NA	NA	0.214913465
STAD	histological_type	Stomach_Intestinal_Adenocarcinoma_Mucinous_Type (vs Stomach_Adenocarcinoma_Not_Otherwise_Specified_(NOS))	0.208706425	0.065340104	0.666640686	0.008185205	22/3--164/61	NA	NA	NA	NA	0.500562336
STAD	histological_type	Stomach_Adenocarcinoma_Signet_Ring_Type (vs Stomach_Adenocarcinoma_Not_Otherwise_Specified_(NOS))	1.575836405	0.778631769	3.189261565	0.206107631	13/9--164/61	NA	NA	NA	NA	0.293855998
STAD	histological_type	Stomach_Intestinal_Adenocarcinoma_Papillary_Type (vs Stomach_Adenocarcinoma_Not_Otherwise_Specified_(NOS))	0.693706139	0.21732826	2.214291912	0.536861047	8/3--164/61	NA	NA	NA	NA	0.786520674
STAD	histological_type	Global	NA	NA	NA	NA	NA	9(2.03%)	0.024279159	0.098014639	0.057959703	0.695229011
STAD	history_reflux_disease_indicator	YES (vs NO)	0.573720049	0.31128109	1.057419499	0.074912735	46/11--397/161	6(1.35%)	0.053277402	0.074912735	0.071235265	0.866596669
STAD	new_tumor_event_dx_days_to	Yes (vs NO)	1.950495296	1.435477259	2.650290611	1.95E-05	115/75--328/97	6(1.35%)	2.96E-05	1.95E-05	1.36E-05	4.37E-07
STAD	new_tumor_event_type	Distant_Metastasis (vs NO)	2.06526119	1.424069385	2.99515166	0.000131375	60/40--339/103	NA	NA	NA	NA	0.00014097
STAD	new_tumor_event_type	Locoregional_Recurrence (vs NO)	2.261767725	1.456832132	3.511450035	0.000276402	36/26--339/103	NA	NA	NA	NA	9.83E-05
STAD	new_tumor_event_type	Locoregional_Recurrence|Distant_Metastasis (vs NO)	2.754496582	0.870817693	8.712789693	0.0846109	4/3--339/103	NA	NA	NA	NA	0.266164714
STAD	new_tumor_event_type	New_Primary_Tumor (vs NO)	1.24E-07	0	Inf	0.993908136	3/0--339/103	NA	NA	NA	NA	0.99995042
STAD	new_tumor_event_type	Locoregional_Recurrence|New_Primary_Tumor (vs NO)	1.24E-07	0	Inf	0.996318682	1/0--339/103	NA	NA	NA	NA	0.999937067
STAD	new_tumor_event_type	Global	NA	NA	NA	NA	NA	6(1.35%)	2.98E-05	0.000230805	2.64E-05	0.000199038
STAD	number_of_lymphnodes_positive_by_he	NO (vs Yes)	0.621359562	0.442643215	0.872232289	0.005960134	165/48--278/124	6(1.35%)	0.00449714	0.005960134	0.005506673	0.84335192
STAD	pathologic_stage_v2	StageIII/IV (vs StageI/II)	2.199341115	1.566359228	3.088117498	5.33E-06	189/50--227/111	33(7.45%)	2.14E-06	5.33E-06	3.02E-06	0.699534051
STAD	PGR	(continuous)	1.111842469	1.020713185	1.211107775	0.015105485	409/157	34(7.67%)	0.016461696	0.015105485	0.015023794	0.582621471
STAD	PGR	H (vs L)	1.466705324	1.068409013	2.01348405	0.017822585	205/67--204/90	34(7.67%)	0.017110904	0.017822585	0.017142788	0.850898002
STAD	race	ASIAN (vs WHITE)	0.756997786	0.485610101	1.180052984	0.219051323	89/25--278/113	NA	NA	NA	NA	0.430971121
STAD	race	BLACK_OR_AFRICAN_AMERICAN (vs WHITE)	1.455794318	0.709067354	2.988908016	0.306198669	13/8--278/113	NA	NA	NA	NA	0.947805392
STAD	race	NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER (vs WHITE)	5.648654782	0.779246198	40.94636703	0.086682158	1/1--278/113	NA	NA	NA	NA	0.646560004
STAD	race	Global	NA	NA	NA	NA	NA	65(14.67%)	0.19579025	0.116160185	0.076212933	0.833929276
STAD	radiation_therapy	YES (vs NO)	0.527007914	0.320814293	0.865726207	0.011428453	51/20--392/152	6(1.35%)	0.006208901	0.011428453	0.010190403	0.543660576
STAD	residual_tumor	R1 (vs R0)	1.645740813	0.833786339	3.248389542	0.151002091	25/13--350/119	NA	NA	NA	NA	0.339241228
STAD	residual_tumor	R2 (vs R0)	7.732863832	4.373048101	13.6740282	2.02E-12	19/14--350/119	NA	NA	NA	NA	0.96373852
STAD	residual_tumor	RX (vs R0)	6.627966123	3.691797015	11.89933649	2.38E-10	18/9--350/119	NA	NA	NA	NA	0.88951421
STAD	residual_tumor	Global	NA	NA	NA	NA	NA	36(8.13%)	7.99E-12	0	0	0.808291804
STAD	targeted_molecular_therapy	YES (vs NO)	0.659782585	0.455746829	0.955164208	0.027596513	102/38--341/134	6(1.35%)	0.02221972	0.027596513	0.026522995	0.208693618
STAD	treatment_outcome_first_course	Partial_Remission/Response (vs Complete_Remission/Response)	3.045442845	1.104057606	8.400578078	0.031461772	72/55--274/68	NA	NA	NA	NA	0.308308497
STAD	treatment_outcome_first_course	Stable_Disease (vs Complete_Remission/Response)	2.474620384	1.131995737	5.409690024	0.023167271	18/8--274/68	NA	NA	NA	NA	0.435494501
STAD	treatment_outcome_first_course	Progressive_Disease (vs Complete_Remission/Response)	4.646746989	3.226855934	6.691422865	1.11E-16	7/4--274/68	NA	NA	NA	NA	0.291211447
STAD	treatment_outcome_first_course	Global	NA	NA	NA	NA	NA	76(17.16%)	1.29E-13	7.33E-15	0	0.549750578
STAD	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	4.129495158	2.915123718	5.849744954	1.44E-15	97/67--274/68	76(17.16%)	1.08E-14	1.44E-15	0	0.199920973
STAD	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	5.018866371	3.480630651	7.236912553	0	144/99--251/44	53(11.96%)	0	0	0	0.003286485
TGCT	age_at_initial_pathologic_diagnosis	(continuous)	0.890209452	0.763806552	1.037530859	0.136638554	134/4	0(0%)	0.102063907	0.136638554	0.141001397	0.843369749
TGCT	AR	(continuous)	0.812565581	0.419762015	1.572945621	0.53796035	134/4	0(0%)	0.532095282	0.53796035	0.537037073	0.647668795
TGCT	AR	H (vs L)	0.398295583	0.039952183	3.970730963	0.432670334	67/3--67/1	0(0%)	0.405592256	0.432670334	0.417804696	0.443269022
TGCT	clinical_stage_v2	Stage_IS (vs StageI/II)	665723413.3	0	Inf	0.998872777	42/2--68/1	NA	NA	NA	NA	0.999998766
TGCT	clinical_stage_v2	StageIII/IV (vs StageI/II)	837791877.7	0	Inf	0.998860022	15/1--68/1	NA	NA	NA	NA	0.999925915
TGCT	clinical_stage_v2	Global	NA	NA	NA	NA	NA	9(6.72%)	0.098649139	0.982562359	0.171034355	0.56338222
TGCT	ESR1	(continuous)	2.758617669	0.808777393	9.409228678	0.105029969	134/4	0(0%)	0.092402512	0.105029969	0.100522462	0.45304212
TGCT	ESR1	H (vs L)	616264694.1	0	Inf	0.998852983	68/1--66/3	0(0%)	0.038862684	0.998852983	0.077863088	0.999974188
TGCT	ESR2	(continuous)	0.744568188	0.209140243	2.65076571	0.648919843	134/4	0(0%)	0.651832308	0.648919843	0.648899632	0.818073888
TGCT	ESR2	H (vs L)	0.427823577	0.043078556	4.248819597	0.468525697	67/3--67/1	0(0%)	0.443583261	0.468525697	0.45615666	0.221687376
TGCT	first_treatment_success	"Normalization_of_Tumor_Markers,_but_Residual_Tumor_Mass (vs No_Measureable_Tumor_or_Tumor_Markers)"	850324723.1	0	Inf	0.998663577	15/1--96/1	NA	NA	NA	NA	0.999973157
TGCT	first_treatment_success	Progressive_Tumor_Mass_and_Tumor_Markers (vs No_Measureable_Tumor_or_Tumor_Markers)	7.13E+21	0	Inf	0.999951959	3/2--96/1	NA	NA	NA	NA	0.999999603
TGCT	first_treatment_success	Global	NA	NA	NA	NA	NA	20(14.93%)	7.92E-05	0.999998597	0	0.999999999
TGCT	history_of_undescended_testis	Yes (vs No)	1.254025412	0.129734463	12.12152651	0.844953618	23/1--111/3	0(0%)	0.847875296	0.844953618	0.844629796	0.737227952
TGCT	laterality	Right (vs Left)	3.448830264	0.358222299	33.20404735	0.283955373	57/3--72/1	NA	NA	NA	NA	0.155024934
TGCT	laterality	Bilateral (vs Left)	6.90E-08	0	Inf	0.999121781	5/0--72/1	NA	NA	NA	NA	0.999913684
TGCT	laterality	Global	NA	NA	NA	NA	NA	0(0%)	0.447225393	0.563250235	0.476646242	0.363837314
TGCT	lymphovascular_invasion_present	YES (vs NO)	3.158139393	0.312525473	31.91370075	0.329839268	55/3--79/1	0(0%)	0.298330608	0.329839268	0.306653739	0.812560531
TGCT	new_tumor_event_type	Yes (vs NO)	2.730991855	0.383944217	19.42552119	0.315541678	33/2--101/2	0(0%)	0.325220336	0.315541678	0.295476598	0.928491471
TGCT	pathologic_stage_v2	IS (vs StageI/II)	636104885.7	0	Inf	0.99890844	46/2--67/1	NA	NA	NA	NA	0.999998234
TGCT	pathologic_stage_v2	StageIII/IV (vs StageI/II)	939458205.1	0	Inf	0.998887443	14/1--67/1	NA	NA	NA	NA	0.999927982
TGCT	pathologic_stage_v2	Global	NA	NA	NA	NA	NA	7(5.22%)	0.105568015	0.950648741	0.177317324	0.567506111
TGCT	PGR	(continuous)	0.558076671	0.246042516	1.26583639	0.162768315	134/4	0(0%)	0.152756718	0.162768315	0.153088611	0.504800445
TGCT	PGR	H (vs L)	1.74E-09	0	Inf	0.998857013	67/4--67/0	0(0%)	0.044088409	0.998857013	0.088842741	0.999973483
TGCT	postoperative_rx_tx	YES (vs NO)	0.562514979	0.057072631	5.544217887	0.622132742	42/1--92/3	0(0%)	0.607379443	0.622132742	0.617637679	0.171597095
TGCT	race	BLACK_OR_AFRICAN_AMERICAN (vs WHITE)	11.88968717	1.077747849	131.16673	0.043270526	6/1--119/3	NA	NA	NA	NA	0.307678904
TGCT	race	ASIAN (vs WHITE)	7.40E-08	0	Inf	0.999001801	4/0--119/3	NA	NA	NA	NA	0.999998831
TGCT	race	Global	NA	NA	NA	NA	NA	5(3.73%)	0.224582089	0.129716787	0.03005279	0.594338299
TGCT	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	27545521225	0	Inf	0.999043016	7/3--126/1	1(0.75%)	1.48E-05	0.999043016	2.00E-15	0.999989561
THCA	age_at_initial_pathologic_diagnosis	(continuous)	1.120456858	1.078573335	1.163966817	4.88E-09	507/16	0(0%)	3.40E-12	4.88E-09	4.29E-13	0.801849742
THCA	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	19.28059254	3.701840981	100.4206422	0.000440725	113/7--285/2	NA	NA	NA	NA	0.423940943
THCA	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	5.43978433	0.761082908	38.88045999	0.091431707	55/5--285/2	NA	NA	NA	NA	0.604454665
THCA	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	9.697425841	2.010682622	46.77021968	0.004654044	52/2--285/2	NA	NA	NA	NA	0.794410026
THCA	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	2(0.39%)	0.00044298	0.00496173	0.00012483	0.545399356
THCA	AR	(continuous)	1.205747037	0.904186642	1.607882543	0.20263044	505/16	2(0.39%)	0.207430806	0.20263044	0.201492304	0.425357745
THCA	AR	H (vs L)	2.476535643	0.858461107	7.144445737	0.093417892	254/5--251/11	2(0.39%)	0.080368441	0.093417892	0.082757376	0.841125089
THCA	ESR1	(continuous)	1.025635429	0.791717325	1.328666179	0.848015883	505/16	2(0.39%)	0.848015412	0.848015883	0.848034963	0.128512398
THCA	ESR1	H (vs L)	0.736266312	0.274079569	1.977849299	0.543684411	253/9--252/7	2(0.39%)	0.54189078	0.543684411	0.542114245	0.595293583
THCA	ESR2	(continuous)	1.300186223	0.634795079	2.663039256	0.472991602	505/16	2(0.39%)	0.476100721	0.472991602	0.473604563	0.214027893
THCA	ESR2	H (vs L)	1.353332871	0.503807725	3.635335007	0.548406137	255/7--250/9	2(0.39%)	0.546638014	0.548406137	0.546883636	0.399037638
THCA	extrathyroidal_extension	Minimal_(T3) (vs None)	1.155182225	0.336215863	3.9690155	0.818808999	134/4--354/7	NA	NA	NA	NA	0.407559346
THCA	extrathyroidal_extension	Moderate/Advanced_(T4a) (vs None)	8.365897318	2.43495927	28.74308363	0.000743071	18/4--354/7	NA	NA	NA	NA	0.861442058
THCA	extrathyroidal_extension	Very_Advanced_(T4b) (vs None)	NA	NA	NA	NA	1/1--354/7	NA	NA	NA	NA	NA
THCA	extrathyroidal_extension	Global	NA	NA	NA	NA	NA	0(0%)	2.74E-05	0.001915716	0	0.814452431
