Cancer	Signature	Type	HR	Low CI95	Up CI95	p-value	N/A_number	Number_Event	Likelihood_ratio_test	Wald_test	Score_test	zph
LIHC	eastern_cancer_oncology_group	2 (vs 0)	4.034037022	2.163175455	7.522947181	1.15E-05	26/14--166/36	NA	NA	NA	NA	0.841951079
LIHC	eastern_cancer_oncology_group	3 (vs 0)	10.06220016	4.481441335	22.59270275	2.21E-08	12/8--166/36	NA	NA	NA	NA	0.407661055
LIHC	eastern_cancer_oncology_group	4 (vs 0)	39.92436304	8.788425833	181.3697691	1.80E-06	3/2--166/36	NA	NA	NA	NA	0.728794616
LIHC	eastern_cancer_oncology_group	Global	NA	NA	NA	NA	NA	85(22.55%)	2.12E-08	5.19E-11	0	0.940002202
LIHC	risk_factors_Non.Alcoholic_Fatty_Liver_Disease	Yes (vs NO)	0.577951559	0.213400571	1.565262932	0.280788296	20/4--357/128	1(0.27%)	0.238813303	0.280788296	0.27478698	0.641358206
LIHC	risk_factors_Hepatitis_C_risk	Hepatitis_C (vs NO)	1.10921708	0.680485636	1.808065395	0.67755961	56/19--321/113	1(0.27%)	0.681211632	0.67755961	0.6774249	0.570048131
LIHC	risk_factors_Hepatitis_B	Hepatitis_B (vs NO)	0.356706211	0.221240048	0.575118845	2.34E-05	107/20--270/112	1(0.27%)	2.36E-06	2.34E-05	1.01E-05	0.09629861
LIHC	alcohol	Yes (vs NO)	1.039382249	0.71825226	1.50408919	0.837684942	118/41--259/91	1(0.27%)	0.838074379	0.837684942	0.837675105	0.006674946
LIHC	viral_hepatitis_serology	Yes (vs NO)	1.850626817	1.309534011	2.615296422	0.000486279	166/73--211/59	1(0.27%)	0.000470607	0.000486279	0.000398392	0.020165148
LIHC	viral_hepatitis_serology_HC	Yes (vs NO)	1.82779262	1.294440995	2.580902394	0.000612548	147/67--230/65	1(0.27%)	0.000663358	0.000612548	0.000510703	0.009959815
LIHC	viral_hepatitis_serology_HB	Yes (vs NO)	2.492283907	1.729611327	3.591257166	9.60E-07	104/48--273/84	1(0.27%)	2.95E-06	9.60E-07	4.22E-07	0.523857126
LIHC	vascular_invasion	Micro (vs None)	1.198561155	0.765731883	1.876046791	0.428177761	94/28--210/62	NA	NA	NA	NA	0.88214606
LIHC	vascular_invasion	Macro (vs None)	2.069249711	0.984248403	4.350318836	0.05510016	17/8--210/62	NA	NA	NA	NA	0.77155668
LIHC	vascular_invasion	Global	NA	NA	NA	NA	NA	57(15.12%)	0.187575496	0.145067367	0.135629334	0.938047386
LIHC	alpha_fetoprotien_norm_range_lower	NO (vs Yes)	0.595908865	0.369309105	0.961545141	0.033955361	119/25--150/53	109(28.91%)	0.029625525	0.033955361	0.032059691	0.756323412
LIHC	platelet_count_preresection	Low (vs Normal)	1.342136222	0.824777511	2.184018859	0.236210312	69/22--221/64	NA	NA	NA	NA	0.483101958
LIHC	platelet_count_preresection	High (vs Normal)	2.159339701	1.160564285	4.0176559	0.015098319	20/12--221/64	NA	NA	NA	NA	0.750368729
LIHC	platelet_count_preresection	Global	NA	NA	NA	NA	NA	68(18.04%)	0.059172344	0.040386476	0.035677401	0.769045789
LIHC	bilirubin_total	H (vs Normal)	1.494343833	0.878789207	2.541068408	0.138088638	49/17--252/73	NA	NA	NA	NA	0.811095144
LIHC	bilirubin_total	L (vs Normal)	5.451754506	0.749782405	39.64033696	0.09384253	1/1--252/73	NA	NA	NA	NA	0.591082706
LIHC	bilirubin_total	Global	NA	NA	NA	NA	NA	76(20.16%)	0.161165555	0.093533822	0.067063524	0.834614154
LUAD	AR	(continuous)	0.969349609	0.894692218	1.050236769	0.446487329	506/183	16(3.07%)	0.446102244	0.446487329	0.446434103	0.25098702
LUAD	AR	H (vs L)	0.859577483	0.642280871	1.150389936	0.308824989	254/98--252/85	16(3.07%)	0.308177196	0.308824989	0.308371487	0.088239264
LUAD	ESR1	(continuous)	0.986430213	0.905417908	1.074691098	0.754674699	506/183	16(3.07%)	0.754531577	0.754674699	0.754676515	0.388532602
LUAD	ESR1	H (vs L)	1.02810246	0.769011499	1.374484868	0.851601314	252/92--254/91	16(3.07%)	0.851606884	0.851601314	0.851596674	0.474387114
LUAD	ESR2	(continuous)	0.930798549	0.80468672	1.076674831	0.334340017	506/183	16(3.07%)	0.335103759	0.334340017	0.334351781	0.410941847
LUAD	ESR2	H (vs L)	0.808531768	0.603570816	1.083093487	0.154203279	254/103--252/80	16(3.07%)	0.152758293	0.154203279	0.153433218	0.386501368
LUAD	PGR	(continuous)	0.948766802	0.85567298	1.051988863	0.318229222	506/183	16(3.07%)	0.318385537	0.318229222	0.318214886	0.128638897
LUAD	PGR	H (vs L)	0.85565063	0.63962665	1.144633359	0.293688822	255/98--251/85	16(3.07%)	0.293059433	0.293688822	0.293203885	0.709904079
LUAD	tobacco_smoking_history	(continuous)	1.036652014	0.901505533	1.192058573	0.613506896	499/174	23(4.41%)	0.612851244	0.613506896	0.613450512	0.276374784
LUAD	age_at_initial_pathologic_diagnosis	(continuous)	1.008352259	0.993157632	1.023779353	0.282967057	503/181	19(3.64%)	0.280079035	0.282967057	0.282887497	0.268675917
LUAD	tobacco_smoking_history_v2	No (vs Yes)	1.209782855	0.637255457	2.296684226	0.560377135	14/10--508/178	9(1.72%)	0.571038729	0.560377135	0.559788748	0.338859356
LUAD	gender	MALE (vs FEMALE)	1.073431907	0.803220076	1.43454589	0.631985639	242/90--280/98	9(1.72%)	0.632196961	0.631985639	0.631915415	0.041086926
LUAD	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	2.416053305	1.68202298	3.470412497	1.80E-06	124/54--279/69	NA	NA	NA	NA	0.173194568
LUAD	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	3.55365231	2.431985271	5.192648531	5.65E-11	85/47--279/69	NA	NA	NA	NA	0.019993779
LUAD	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	3.848854654	2.219925976	6.673052304	1.58E-06	26/16--279/69	NA	NA	NA	NA	0.915477216
LUAD	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	17(3.26%)	6.20E-12	9.10E-12	4.71E-13	0.109460722
LUAD	pathologic_stage_v2	StageIII/IV (vs StageI/II)	2.647497405	1.943544769	3.606421948	6.68E-10	111/63--403/123	17(3.26%)	6.75E-09	6.68E-10	1.41E-10	0.236867083
LUAD	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	6.37428129	4.371870895	9.293838482	0	171/116--294/36	65(12.45%)	0	0	0	0.280815686
LUAD	treatment_outcome_first_course	Partial_Remission/Response (vs Complete_Remission/Response)	2.572788878	0.630052587	10.50585736	0.188028322	68/46--320/89	NA	NA	NA	NA	0.578881647
LUAD	treatment_outcome_first_course	Stable_Disease (vs Complete_Remission/Response)	1.122360781	0.563440232	2.235718449	0.742677982	37/9--320/89	NA	NA	NA	NA	0.998409558
LUAD	treatment_outcome_first_course	Progressive_Disease (vs Complete_Remission/Response)	4.126500907	2.867829893	5.93759406	2.26E-14	6/2--320/89	NA	NA	NA	NA	0.018764909
LUAD	treatment_outcome_first_course	Global	NA	NA	NA	NA	NA	98(18.77%)	1.02E-10	6.08E-13	4.22E-15	0.096391559
LUAD	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	2.852079511	2.029672658	4.007718934	1.56E-09	111/57--320/89	98(18.77%)	8.96E-09	1.56E-09	2.78E-10	0.033972962
LUAD	residual_tumor	R1 (vs R0)	3.400568764	1.767236083	6.543476579	0.00024727	26/7--348/134	NA	NA	NA	NA	0.363029206
LUAD	residual_tumor	R2 (vs R0)	5.775877651	1.814288012	18.38779864	0.002995471	13/10--348/134	NA	NA	NA	NA	0.982984299
LUAD	residual_tumor	RX (vs R0)	1.183813968	0.54965958	2.549606269	0.666406833	5/3--348/134	NA	NA	NA	NA	0.592742223
LUAD	residual_tumor	Global	NA	NA	NA	NA	NA	139(26.63%)	0.001862103	0.000104321	1.63E-05	0.790692079
LUAD	new_tumor_event_type	Distant_Metastasis (vs NO)	2.430994528	1.674643855	3.52894998	2.99E-06	63/38--391/118	NA	NA	NA	NA	0.059073021
LUAD	new_tumor_event_type	Locoregional_Recurrence (vs NO)	1.162803615	0.74209763	1.822013969	0.510372413	48/23--391/118	NA	NA	NA	NA	0.060284698
LUAD	new_tumor_event_type	New_Primary_Tumor (vs NO)	0.152813089	0.021286272	1.097037588	0.061779321	11/1--391/118	NA	NA	NA	NA	0.322602119
LUAD	new_tumor_event_type	Locoregional_Recurrence|Distant_Metastasis (vs NO)	1.726647527	0.802118824	3.716795557	0.16263169	8/7--391/118	NA	NA	NA	NA	0.563711824
LUAD	new_tumor_event_type	Distant_Metastasis|New_Primary_Tumor (vs NO)	8.263887995	1.142074975	59.79628859	0.036480609	1/1--391/118	NA	NA	NA	NA	0.615443334
LUAD	new_tumor_event_type	Global	NA	NA	NA	NA	NA	9(1.72%)	1.10E-05	1.24E-05	1.31E-06	0.231682781
LUAD	new_tumor_event	Yes (vs NO)	1.989491105	1.482859936	2.669216936	4.49E-06	187/108--335/80	9(1.72%)	3.58E-06	4.49E-06	2.91E-06	0.017926464
LUAD	other_dx	Yes (vs No)	1.426885385	0.974238883	2.089838476	0.067863255	93/33--429/155	9(1.72%)	0.078386071	0.067863255	0.066465637	0.86255571
LUAD	targeted_molecular_therapy	YES (vs No)	1.386331486	0.8011449	2.398960525	0.242996249	38/14--484/174	9(1.72%)	0.264152241	0.242996249	0.240912375	0.791415277
LUAD	egfr_mutation_status	YES (vs NO)	1.330463009	0.843840183	2.097709799	0.219042661	80/26--197/84	247(47.32%)	0.229260231	0.219042661	0.217596623	0.874701091
LUAD	eml4_alk_translocation_status	YES (vs NO)	1.846562042	1.029422008	3.312335803	0.03966431	34/14--213/87	277(53.07%)	0.053777551	0.03966431	0.036692019	0.516388829
LUSC	AR	(continuous)	1.036437345	0.964509876	1.113728741	0.329427524	495/212	9(1.79%)	0.33218115	0.329427524	0.329306619	0.480107961
LUSC	AR	H (vs L)	1.176294784	0.895591595	1.544978119	0.243110913	247/105--248/107	9(1.79%)	0.243046878	0.243110913	0.242611186	0.299719716
LUSC	ESR1	(continuous)	1.067556658	0.984742622	1.157335117	0.112564467	495/212	9(1.79%)	0.114211641	0.112564467	0.112352143	0.82747866
LUSC	ESR1	H (vs L)	1.385182876	1.05503114	1.818649259	0.018996138	247/96--248/116	9(1.79%)	0.018670087	0.018996138	0.018486986	0.864252379
LUSC	ESR2	(continuous)	0.973005553	0.851204007	1.112236078	0.688384614	495/212	9(1.79%)	0.687807249	0.688384614	0.688396683	0.204819433
LUSC	ESR2	H (vs L)	0.975735752	0.74359531	1.280347313	0.859353612	252/113--243/99	9(1.79%)	0.859323543	0.859353612	0.859350168	0.423686833
LUSC	PGR	(continuous)	1.068532976	0.968672579	1.178687976	0.185452837	495/212	9(1.79%)	0.185236928	0.185452837	0.185320521	0.331493564
LUSC	PGR	H (vs L)	1.200126544	0.915056651	1.574004975	0.187363429	247/97--248/115	9(1.79%)	0.186469851	0.187363429	0.186754963	0.612886027
LUSC	tobacco_smoking_history	(continuous)	0.801318666	0.695690763	0.922984233	0.002131973	486/212	18(3.57%)	0.002446715	0.002131973	0.002011287	0.399389689
LUSC	age_at_initial_pathologic_diagnosis	(continuous)	1.016865966	1.000539208	1.033459142	0.042842914	492/215	12(2.38%)	0.03971849	0.042842914	0.042798896	0.416620761
LUSC	tobacco_smoking_history_v2	No (vs Yes)	0.447892466	0.143237447	1.400525255	0.167322413	12/3--492/216	6(1.19%)	0.113106448	0.167322413	0.156112756	0.554656251
LUSC	gender	FEMALE (vs MALE)	0.838625904	0.610371088	1.152239057	0.277596621	131/51--373/168	6(1.19%)	0.270391397	0.277596621	0.276983121	0.635750998
LUSC	pathologic_stage_v2	StageIII/IV (vs StageI/II)	1.565411626	1.139503686	2.150509551	0.005675094	92/50--408/167	10(1.98%)	0.007940353	0.005675094	0.005284894	0.292132426
LUSC	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	3.951019541	2.889225625	5.403024008	0	114/91--319/76	77(15.28%)	0	0	0	0.000301016
LUSC	treatment_outcome_first_course	Partial_Remission/Response (vs Complete_Remission/Response)	9.104966217	2.831621503	29.27665641	0.000210054	31/24--311/102	NA	NA	NA	NA	0.683742971
LUSC	treatment_outcome_first_course	Stable_Disease (vs Complete_Remission/Response)	2.367207306	1.147676315	4.882622703	0.019655643	17/8--311/102	NA	NA	NA	NA	0.740869945
LUSC	treatment_outcome_first_course	Progressive_Disease (vs Complete_Remission/Response)	4.523919839	2.850864989	7.178821442	1.49E-10	4/3--311/102	NA	NA	NA	NA	0.863450191
LUSC	treatment_outcome_first_course	Global	NA	NA	NA	NA	NA	145(28.77%)	1.35E-08	2.32E-11	5.80E-14	0.956060339
LUSC	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	3.843374068	2.585745031	5.71267625	2.78E-11	52/35--311/102	145(28.77%)	3.15E-09	2.78E-11	8.23E-13	0.641856932
LUSC	residual_tumor	R1 (vs R0)	4.357462752	1.890044314	10.04605104	0.000552924	23/11--401/177	NA	NA	NA	NA	0.981095886
LUSC	residual_tumor	R2 (vs R0)	1.90E-07	0	Inf	0.993329032	12/6--401/177	NA	NA	NA	NA	0.999847737
LUSC	residual_tumor	RX (vs R0)	1.815919856	0.955821744	3.449978976	0.068458942	4/0--401/177	NA	NA	NA	NA	0.377935656
LUSC	residual_tumor	Global	NA	NA	NA	NA	NA	69(13.69%)	0.003138308	0.002297254	0.000339209	0.854605097
LUSC	new_tumor_event_dx_days_to	Yes (vs NO)	1.813055495	1.383404028	2.376146202	1.62E-05	133/94--371/125	6(1.19%)	2.36E-05	1.62E-05	1.21E-05	0.0071629
LUSC	other_dx	Yes (vs No)	1.366991697	0.958557075	1.949457521	0.084304293	70/37--433/182	7(1.39%)	0.095316966	0.084304293	0.083051607	0.984939807
LUSC	targeted_molecular_therapy	YES (vs NO)	0.725932052	0.428877076	1.228737495	0.232932676	51/16--453/203	6(1.19%)	0.211796521	0.232932676	0.230943253	0.937464702
LUSC	eastern_cancer_oncology_group	1 (vs 0)	1.146479744	0.716711534	1.833953747	0.568466808	70/30--93/46	NA	NA	NA	NA	0.565742445
LUSC	eastern_cancer_oncology_group	2 (vs 0)	0.763190088	0.333903607	1.744392987	0.521687024	26/7--93/46	NA	NA	NA	NA	0.84131492
LUSC	eastern_cancer_oncology_group	3 (vs 0)	5.356475973	1.831554158	15.66529426	0.002175063	5/4--93/46	NA	NA	NA	NA	0.788800061
LUSC	eastern_cancer_oncology_group	Global	NA	NA	NA	NA	NA	312(61.9%)	0.055253377	0.013461102	0.004343408	0.881457016
MESO	AR	(continuous)	0.931923182	0.808501743	1.074185459	0.330709641	86/73	1(1.15%)	0.324199957	0.330709641	0.330385226	0.049148012
MESO	AR	H (vs L)	1.012576597	0.636079646	1.611922925	0.957980936	43/36--43/37	1(1.15%)	0.957978442	0.957980936	0.957980672	0.333930423
MESO	ESR1	(continuous)	0.746203802	0.577694754	0.963865623	0.024975184	86/73	1(1.15%)	0.014093817	0.024975184	0.029503839	0.139462241
MESO	ESR1	H (vs L)	0.873775007	0.549255643	1.390031712	0.568918791	44/36--42/37	1(1.15%)	0.569307989	0.568918791	0.568633307	0.046096327
MESO	ESR2	(continuous)	0.990274356	0.822845919	1.191770268	0.917627599	86/73	1(1.15%)	0.917426444	0.917627599	0.917626642	0.204187499
MESO	ESR2	H (vs L)	1.134753722	0.712890341	1.806260986	0.594020743	44/35--42/38	1(1.15%)	0.593694794	0.594020743	0.593781124	0.19547418
MESO	PGR	(continuous)	1.131939189	0.967267133	1.324645783	0.122332511	86/73	1(1.15%)	0.12096299	0.122332511	0.121943201	0.310144005
MESO	PGR	H (vs L)	1.56938049	0.984703694	2.501214466	0.058073204	45/35--41/38	1(1.15%)	0.058038666	0.058073204	0.056059244	0.943451657
MESO	age_at_initial_pathologic_diagnosis	(continuous)	1.020936473	0.991467051	1.051281816	0.165587435	86/73	1(1.15%)	0.161342042	0.165587435	0.165332898	0.811286617
MESO	gender	FEMALE (vs MALE)	1.126450698	0.626813926	2.024350644	0.690532453	16/14--71/60	1(1.15%)	0.694041638	0.690532453	0.690361142	0.398054384
MESO	pathologic_stage_v2	StageIII/IV (vs StageI/II)	0.992724724	0.588276352	1.675237114	0.978180068	26/22--61/52	1(1.15%)	0.978191423	0.978180068	0.978180022	0.189406401
MESO	histological_type	Biphasic_mesothelioma (vs Epithelioid_mesothelioma)	2.011369338	1.18727571	3.407470209	0.009371329	23/21--57/46	NA	NA	NA	NA	0.238773092
MESO	histological_type	Diffuse_malignant_mesothelioma_-_NOS (vs Epithelioid_mesothelioma)	1.157495263	0.458040014	2.925061662	0.757156959	5/5--57/46	NA	NA	NA	NA	0.643489439
MESO	histological_type	Sarcomatoid_mesothelioma (vs Epithelioid_mesothelioma)	6.87491368	0.893220081	52.91466134	0.064095552	2/2--57/46	NA	NA	NA	NA	0.834781132
MESO	histological_type	Global	NA	NA	NA	NA	NA	1(1.15%)	0.048304957	0.025464689	0.015798296	0.584021547
MESO	tumor_status	TUMOR_FREE (vs WITH_TUMOR)	0.62207837	0.302486135	1.279336319	0.19693309	16/10--50/43	21(24.14%)	0.175251817	0.19693309	0.192824269	0.599189175
MESO	new_tumor_event_type	Intrapleural_Progression (vs NO)	0.673783818	0.387910813	1.170332506	0.161027669	25/20--43/36	NA	NA	NA	NA	0.589417098
MESO	new_tumor_event_type	Distant_Metastasis (vs NO)	0.626577976	0.295203335	1.329930643	0.223440959	10/9--43/36	NA	NA	NA	NA	0.792214266
MESO	new_tumor_event_type	Locoregional_Recurrence (vs NO)	0.759015918	0.346404181	1.663101066	0.490853065	9/9--43/36	NA	NA	NA	NA	0.507523689
MESO	new_tumor_event_type	Global	NA	NA	NA	NA	NA	1(1.15%)	0.429847491	0.430654363	0.424793015	0.784937012
MESO	new_tumor_event_dx_days_to	NO (vs Yes)	1.368684512	0.854935731	2.191155691	0.191149199	40/33--47/41	1(1.15%)	0.194191986	0.191149199	0.189391099	0.781908289
OV	AR	(continuous)	0.954853256	0.887549823	1.027260349	0.215429578	304/184	283(48.21%)	0.221716185	0.215429578	0.215232617	0.780371653
OV	AR	H (vs L)	0.755455665	0.565022243	1.010072203	0.058445973	152/95--152/89	283(48.21%)	0.058464793	0.058445973	0.057646138	0.075963495
OV	ESR1	(continuous)	1.029950448	0.929316228	1.141482192	0.573739695	304/184	283(48.21%)	0.567982666	0.573739695	0.57375693	0.370984231
OV	ESR1	H (vs L)	1.197754472	0.893202364	1.606148653	0.228023224	153/90--151/94	283(48.21%)	0.227809427	0.228023224	0.227424787	0.206184897
OV	ESR2	(continuous)	0.926712089	0.826936483	1.038526313	0.190348093	304/184	283(48.21%)	0.186941634	0.190348093	0.190215959	0.744427347
OV	ESR2	H (vs L)	0.807470684	0.603550964	1.080288068	0.149881401	153/102--151/82	283(48.21%)	0.148691607	0.149881401	0.149112055	0.724436627
OV	PGR	(continuous)	0.978206085	0.923017023	1.036695013	0.457068718	304/184	283(48.21%)	0.457006715	0.457068718	0.457000299	0.751813064
OV	PGR	H (vs L)	0.886014084	0.662682452	1.184611053	0.414100344	153/96--151/88	283(48.21%)	0.413880644	0.414100344	0.413818076	0.856590787
OV	age_at_initial_pathologic_diagnosis	(continuous)	1.024166115	1.014301079	1.034127098	1.33E-06	582/348	5(0.85%)	1.44E-06	1.33E-06	1.22E-06	0.004797967
OV	race	BLACK_OR_AFRICAN_AMERICAN (vs WHITE)	1.431652916	0.927157912	2.210659097	0.105496406	34/22--498/311	NA	NA	NA	NA	0.775953738
OV	race	ASIAN (vs WHITE)	0.84482181	0.375956658	1.898420671	0.683119638	20/6--498/311	NA	NA	NA	NA	0.125253424
OV	race	AMERICAN_INDIAN_OR_ALASKA_NATIVE (vs WHITE)	6.925612048	2.200513293	21.79677914	0.000938964	3/3--498/311	NA	NA	NA	NA	0.875110034
OV	race	NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER (vs WHITE)	6.244285629	0.867945739	44.92343387	0.068866507	1/1--498/311	NA	NA	NA	NA	0.747427052
OV	race	Global	NA	NA	NA	NA	NA	32(5.45%)	0.028535135	0.002319462	0.00027506	0.629726765
OV	clinical_stage_v2	StageIII/IV (vs StageI/II)	2.159790954	1.213479333	3.844067912	0.008850704	47/12--535/335	9(1.53%)	0.003051651	0.008850704	0.007299078	0.296222958
OV	histological_grade_v2	G_1/2/Low (vs G_3/4/High)	0.818095549	0.597101538	1.120881935	0.211416671	75/45--496/295	NA	NA	NA	NA	0.013414415
OV	histological_grade_v2	GX (vs G_3/4/High)	0.928133178	0.413434469	2.083597912	0.856558007	10/6--496/295	NA	NA	NA	NA	0.733205836
OV	histological_grade_v2	GB (vs G_3/4/High)	2.956833841	0.733997839	11.91129715	0.127268457	2/2--496/295	NA	NA	NA	NA	0.982400645
OV	histological_grade_v2	Global	NA	NA	NA	NA	NA	8(1.36%)	0.33240128	0.258953145	0.231013036	0.10370643
OV	tumor_status	TUMOR_FREE (vs WITH_TUMOR)	0.091371276	0.048430364	0.172385863	1.49E-13	120/10--398/302	70(11.93%)	0	1.49E-13	0	0.035662491
OV	treatment_outcome_first_course	Partial_Remission/Response (vs Complete_Remission/Response)	3.818033658	2.774703206	5.253672169	2.22E-16	65/57--331/168	NA	NA	NA	NA	0.555015446
OV	treatment_outcome_first_course	Stable_Disease (vs Complete_Remission/Response)	3.364067227	2.074200376	5.456053542	8.79E-07	42/36--331/168	NA	NA	NA	NA	0.986990513
OV	treatment_outcome_first_course	Progressive_Disease (vs Complete_Remission/Response)	5.86079127	4.026461622	8.530783983	0	31/19--331/168	NA	NA	NA	NA	0.15063403
OV	treatment_outcome_first_course	Global	NA	NA	NA	NA	NA	119(20.27%)	0	0	0	0.371748455
OV	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	4.187014697	3.228964967	5.429322477	0	138/112--331/168	119(20.27%)	0	0	0	0.714175558
OV	new_tumor_event_type	Progression_of_Disease (vs NO)	2.115808414	1.389424366	3.221942379	0.000478064	259/102--294/219	NA	NA	NA	NA	0.119444532
OV	new_tumor_event_type	Recurrence (vs NO)	1.363040806	1.075353364	1.727692776	0.010449412	34/28--294/219	NA	NA	NA	NA	6.77E-10
OV	new_tumor_event_type	Global	NA	NA	NA	NA	NA	5(0.85%)	0.001259365	0.0009631	0.000825011	3.50E-09
OV	new_tumor_event_dx_days_to	NO (vs Yes)	0.929719648	0.726773618	1.18933682	0.561938159	225/86--362/263	5(0.85%)	0.559572402	0.561938159	0.561854859	1.90E-09
OV	anatomic_neoplasm_subdivision	Left (vs Bilateral)	0.740540506	0.531463364	1.03186838	0.075960218	82/42--400/247	NA	NA	NA	NA	0.598414977
OV	anatomic_neoplasm_subdivision	Right (vs Bilateral)	1.277797945	0.914211823	1.785983892	0.151304698	71/40--400/247	NA	NA	NA	NA	0.647171016
OV	anatomic_neoplasm_subdivision	Global	NA	NA	NA	NA	NA	36(6.13%)	0.045518293	0.048653725	0.047071312	0.807579076
OV	vascular_invasion_indicator	YES (vs NO)	0.863107038	0.618101095	1.205229638	0.387487419	91/39--496/310	5(0.85%)	0.378528476	0.387487419	0.387061298	0.208601606
OV	lymphovascular_invasion_indicator	YES (vs NO)	1.242227641	0.94750103	1.628630961	0.116483988	138/67--449/282	5(0.85%)	0.124573196	0.116483988	0.115789115	0.493093669
PAAD	AR	(continuous)	1.075741289	0.950682367	1.217251272	0.246912838	178/93	7(3.78%)	0.241298877	0.246912838	0.246475175	0.055718762
PAAD	AR	H (vs L)	1.049804562	0.698290722	1.578267593	0.815261544	89/46--89/47	7(3.78%)	0.815254601	0.815261544	0.815243994	0.238055448
PAAD	ESR1	(continuous)	0.953790997	0.819743916	1.109757874	0.540370378	178/93	7(3.78%)	0.541482918	0.540370378	0.540363187	0.065464007
PAAD	ESR1	H (vs L)	0.766445175	0.508035656	1.156293261	0.204868537	89/53--89/40	7(3.78%)	0.202746453	0.204868537	0.20354845	0.071499409
PAAD	ESR2	(continuous)	0.782855391	0.62620802	0.978688461	0.03162866	178/93	7(3.78%)	0.032270284	0.03162866	0.032002841	0.372504262
PAAD	ESR2	H (vs L)	0.782247022	0.517581997	1.182248237	0.243833679	89/49--89/44	7(3.78%)	0.242939782	0.243833679	0.24266456	0.820172274
PAAD	PGR	(continuous)	0.948940356	0.841784336	1.06973694	0.391293326	178/93	7(3.78%)	0.398982781	0.391293326	0.391843525	0.76969917
PAAD	PGR	H (vs L)	0.793455584	0.525752828	1.197467193	0.27056029	89/50--89/43	7(3.78%)	0.269448062	0.27056029	0.269508413	0.175067846
PAAD	tobacco_smoking_history	(continuous)	0.921543922	0.787468615	1.078447044	0.308431575	149/80	36(19.46%)	0.302787869	0.308431575	0.307527099	0.52163221
PAAD	age_at_initial_pathologic_diagnosis	(continuous)	1.028177123	1.008263352	1.048484202	0.005358494	185/100	0(0%)	0.004353321	0.005358494	0.005148483	0.267443603
PAAD	tobacco_smoking_history_v2	No (vs Yes)	1.093535916	0.668688417	1.788307932	0.721607474	36/20--149/80	0(0%)	0.723957202	0.721607474	0.721518924	0.731932477
PAAD	gender	FEMALE (vs MALE)	1.19876627	0.809154288	1.775978441	0.365991851	83/49--102/51	0(0%)	0.366603164	0.365991851	0.365345082	0.180461051
PAAD	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	2.447471526	1.124608161	5.32640352	0.024073533	21/7--152/88	NA	NA	NA	NA	0.011224036
PAAD	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	1.960263982	0.403121351	9.532203817	0.404224277	5/3--152/88	NA	NA	NA	NA	0.068429738
PAAD	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	2.439138787	0.621488429	9.572821866	0.201196709	4/2--152/88	NA	NA	NA	NA	0.00888042
PAAD	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	3(1.62%)	0.086893843	0.161002415	0.139855987	0.027639861
PAAD	pathologic_stage_v2	StageIII/IV (vs StageI/II)	0.985532612	0.398993406	2.434312233	0.974800944	9/5--173/95	3(1.62%)	0.974747028	0.974800944	0.974800715	0.106740471
PAAD	histological_grade	G2 (vs G1)	1.930189382	1.020261699	3.651642567	0.043214669	51/33--97/52	NA	NA	NA	NA	0.395116798
PAAD	histological_grade	G3 (vs G1)	2.614812242	1.339180518	5.10554251	0.004871175	32/12--97/52	NA	NA	NA	NA	0.122112315
PAAD	histological_grade	G4 (vs G1)	1.627731234	0.210060515	12.6130747	0.640966444	3/2--97/52	NA	NA	NA	NA	0.336251239
PAAD	histological_grade	GX (vs G1)	3.063990816	0.680263896	13.80058501	0.14478047	2/1--97/52	NA	NA	NA	NA	0.058181487
PAAD	histological_grade	Global	NA	NA	NA	NA	NA	0(0%)	0.052549678	0.077561102	0.066052281	0.136202222
PAAD	histological_grade_v2	G_3/4/High (vs G_1/2/Low)	1.554781119	1.024297954	2.36000113	0.038198885	53/34--129/64	NA	NA	NA	NA	0.319079924
PAAD	histological_grade_v2	GX (vs G_1/2/Low)	1.852251059	0.451578352	7.597427938	0.392013535	3/2--129/64	NA	NA	NA	NA	0.097955391
PAAD	histological_grade_v2	Global	NA	NA	NA	NA	NA	0(0%)	0.106618184	0.094748686	0.090883968	0.180175549
PAAD	histological_type	Pancreas-Adenocarcinoma-Other_Subtype (vs Pancreas-Adenocarcinoma_Ductal_Type)	0.227994952	0.099289469	0.523536877	0.000490704	25/6--154/92	NA	NA	NA	NA	0.164155792
