Index	Cancer	Signature	Type	HR	Low CI95	Up CI95	p-value	Number_Event	N/A_number	Likelihood_ratio_test	Wald_test	Score_test	zph	concordance
	LGG	firstsymptomlongestduration	91-180Days (vs 0-30Days)	1.300902335	0.69611838	2.431119379	0.409628429	37/12--219/56	NA	NA	NA	NA	0.623186613	NA
	LGG	firstsymptomlongestduration	>181Days (vs 0-30Days)	0.59112216	0.361847041	0.965671593	0.035776438	111/23--219/56	NA	NA	NA	NA	0.493238419	NA
	LGG	firstsymptomlongestduration	Global	NA	NA	NA	NA	NA	71(13.79%)	0.06848743	0.086266105	0.079467665	0.745135124	0.554955587
	LGG	histor_hay_fever	YES (vs NO)	0.409067773	0.150744453	1.110066998	0.079267136	37/4--478/121	1(0.19%)	0.042566075	0.079267136	0.069686662	0.657320001	0.526589078
	LGG	idh1_mutation_found	NO (vs YES)	4.950025086	1.891587409	12.95353746	0.001119404	38/14--91/7	386(74.95%)	0.000563596	0.001119404	0.000316434	0.744011222	0.717817164
	LIHC	AR	(continuous)	0.932889027	0.876568098	0.992828666	0.028779774	370/130	7(1.86%)	0.032229718	0.028779774	0.028360002	0.146631722	0.579314974
	LIHC	AR	H (vs L)	0.68538083	0.484098004	0.970354926	0.033204261	187/73--183/57	7(1.86%)	0.032377493	0.033204261	0.032191823	0.380069978	0.558089329
	LIHC	ESR1	(continuous)	0.883203128	0.821175188	0.949916384	0.000829001	370/130	7(1.86%)	0.000853304	0.000829001	0.000792929	0.01119083	0.623888828
	LIHC	ESR1	H (vs L)	0.512745769	0.360167904	0.729960169	0.000210061	185/79--185/51	7(1.86%)	0.000168473	0.000210061	0.000160312	0.023103654	0.605293712
	LIHC	ESR2	(continuous)	1.009083778	0.866007268	1.175798527	0.907722259	370/130	7(1.86%)	0.907903419	0.907722259	0.907723949	0.920977528	0.51001415
	LIHC	ESR2	H (vs L)	0.898857984	0.634874227	1.272607457	0.547792433	187/68--183/62	7(1.86%)	0.547487993	0.547792433	0.547610624	0.665875086	0.508544683
	LIHC	PGR	(continuous)	0.979559931	0.89939183	1.066873889	0.635461635	370/130	7(1.86%)	0.634393774	0.635461635	0.63544013	0.30578049	0.530495991
	LIHC	PGR	H (vs L)	0.884725361	0.626835389	1.248715336	0.486037181	185/65--185/65	7(1.86%)	0.486169936	0.486037181	0.485768278	0.091162993	0.532001742
	LIHC	BMI	(continuous)	1.001854729	0.973016248	1.031547932	0.901041373	340/114	37(9.81%)	0.901360271	0.901041373	0.901044513	0.513181169	0.436687677
	LIHC	age_at_initial_pathologic_diagnosis	(continuous)	1.012617609	0.999000321	1.026420513	0.069497467	376/132	1(0.27%)	0.064182107	0.069497467	0.069262498	0.182147774	0.527982639
	LIHC	BMI_category	Over (vs Normal)	0.807565245	0.518215404	1.258475953	0.345035486	92/29--180/61	NA	NA	NA	NA	0.322032411	NA
	LIHC	BMI_category	Obesity (vs Normal)	0.89643513	0.558128011	1.439805789	0.651106317	69/24--180/61	NA	NA	NA	NA	0.445139036	NA
	LIHC	BMI_category	Global	NA	NA	NA	NA	NA	37(9.81%)	0.625707343	0.630131391	0.629233849	0.542950167	0.543055857
	LIHC	gender	FEMALE (vs MALE)	1.21660051	0.855206751	1.730712252	0.27561759	122/51--255/81	1(0.27%)	0.279503755	0.27561759	0.274875126	0.207041164	0.506916264
	LIHC	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	1.366487094	0.840713223	2.221074829	0.207711574	87/26--175/44	NA	NA	NA	NA	0.80698758	NA
	LIHC	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	2.590011463	1.706191219	3.931657426	7.87E-06	86/45--175/44	NA	NA	NA	NA	0.862083522	NA
	LIHC	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	5.44522576	1.682263329	17.62535215	0.004685706	5/3--175/44	NA	NA	NA	NA	0.390703625	NA
	LIHC	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	25(6.63%)	4.19E-05	1.52E-05	4.93E-06	0.820385343	0.608957055
	LIHC	pathologic_stage_v2	StageIII/IV (vs StageI/II)	2.408895203	1.665632576	3.483827216	3.01E-06	91/48--262/70	25(6.63%)	7.24E-06	3.01E-06	1.44E-06	0.678548511	0.590777096
	LIHC	histological_grade_v2	G_3/4/High (vs G_1/2/Low)	1.082825075	0.756338459	1.550245303	0.663833945	137/48--235/80	6(1.59%)	0.664899768	0.663833945	0.663751799	0.062032412	0.527946337
	LIHC	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	2.33573004	1.604077951	3.401103303	9.66E-06	154/80--202/43	22(5.84%)	5.10E-06	9.66E-06	5.25E-06	1.11E-06	0.549662431
	LIHC	residual_tumor	R1 (vs R0)	1.448369704	0.70576541	2.972340056	0.312531139	17/8--330/112	NA	NA	NA	NA	0.11971559	NA
	LIHC	residual_tumor	R2 (vs R0)	10.73051031	1.464996094	78.5966952	0.019500669	1/1--330/112	NA	NA	NA	NA	0.768632189	NA
	LIHC	residual_tumor	RX (vs R0)	3.146056368	1.512561033	6.543650444	0.002159142	22/8--330/112	NA	NA	NA	NA	0.603283215	NA
	LIHC	residual_tumor	Global	NA	NA	NA	NA	NA	8(2.12%)	0.015195471	0.001990088	0.000353219	0.407904787	0.535776068
	LIHC	new_tumor_event_type	Intrahepatic_Recurrence (vs NO)	0.91482425	0.57595061	1.453081902	0.706108099	76/28--199/51	NA	NA	NA	NA	0.000326184	NA
	LIHC	new_tumor_event_type	Locoregional_Recurrence (vs NO)	1.706138773	1.09462948	2.659264679	0.018311681	62/32--199/51	NA	NA	NA	NA	0.018013937	NA
	LIHC	new_tumor_event_type	Extrahepatic_Recurrence (vs NO)	1.356601485	0.761964783	2.415292188	0.30007981	29/15--199/51	NA	NA	NA	NA	0.001171429	NA
	LIHC	new_tumor_event_type	New_Primary_Tumor (vs NO)	1.558238357	0.663921463	3.657219887	0.308204915	11/6--199/51	NA	NA	NA	NA	0.268889463	NA
	LIHC	new_tumor_event_type	Global	NA	NA	NA	NA	NA	1(0.27%)	0.097513345	0.083069102	0.076794413	0.000896019	0.56212287
	LIHC	new_tumor_event_dx_days_to	YES (vs NO)	1.250013278	0.879454662	1.776706933	0.213526268	179/81--198/51	1(0.27%)	0.210160507	0.213526268	0.212596016	9.43E-05	0.482903419
	LIHC	eastern_cancer_oncology_group	1 (vs 0)	1.805660756	1.124382368	2.899734878	0.014483845	86/33--166/36	NA	NA	NA	NA	0.978504793	NA
	LIHC	eastern_cancer_oncology_group	2 (vs 0)	4.034037022	2.163175455	7.522947181	1.15E-05	26/14--166/36	NA	NA	NA	NA	0.841951079	NA
	LIHC	eastern_cancer_oncology_group	3 (vs 0)	10.06220016	4.481441335	22.59270275	2.21E-08	12/8--166/36	NA	NA	NA	NA	0.407661055	NA
	LIHC	eastern_cancer_oncology_group	4 (vs 0)	39.92436304	8.788425833	181.3697691	1.80E-06	3/2--166/36	NA	NA	NA	NA	0.728794616	NA
	LIHC	eastern_cancer_oncology_group	Global	NA	NA	NA	NA	NA	85(22.55%)	2.12E-08	5.19E-11	0	0.940002202	0.656285939
	LIHC	risk_factors_Non.Alcoholic_Fatty_Liver_Disease	Yes (vs NO)	0.577951559	0.213400571	1.565262932	0.280788296	20/4--357/128	1(0.27%)	0.238813303	0.280788296	0.27478698	0.641358206	0.512809203
	LIHC	risk_factors_Hepatitis_C_risk	Hepatitis_C (vs NO)	1.10921708	0.680485636	1.808065395	0.67755961	56/19--321/113	1(0.27%)	0.681211632	0.67755961	0.6774249	0.570048131	0.499206041
	LIHC	risk_factors_Hepatitis_B	Hepatitis_B (vs NO)	0.356706211	0.221240048	0.575118845	2.34E-05	107/20--270/112	1(0.27%)	2.36E-06	2.34E-05	1.01E-05	0.09629861	0.572814849
	LIHC	alcohol	Yes (vs NO)	1.039382249	0.71825226	1.50408919	0.837684942	118/41--259/91	1(0.27%)	0.838074379	0.837684942	0.837675105	0.006674946	0.47731042
	LIHC	viral_hepatitis_serology	Yes (vs NO)	1.850626817	1.309534011	2.615296422	0.000486279	166/73--211/59	1(0.27%)	0.000470607	0.000486279	0.000398392	0.020165148	0.605243657
	LIHC	viral_hepatitis_serology_HC	Yes (vs NO)	1.82779262	1.294440995	2.580902394	0.000612548	147/67--230/65	1(0.27%)	0.000663358	0.000612548	0.000510703	0.009959815	0.606249338
	LIHC	viral_hepatitis_serology_HB	Yes (vs NO)	2.492283907	1.729611327	3.591257166	9.60E-07	104/48--273/84	1(0.27%)	2.95E-06	9.60E-07	4.22E-07	0.523857126	0.606178764
	LIHC	vascular_invasion	Micro (vs None)	1.198561155	0.765731883	1.876046791	0.428177761	94/28--210/62	NA	NA	NA	NA	0.88214606	NA
	LIHC	vascular_invasion	Macro (vs None)	2.069249711	0.984248403	4.350318836	0.05510016	17/8--210/62	NA	NA	NA	NA	0.77155668	NA
	LIHC	vascular_invasion	Global	NA	NA	NA	NA	NA	57(15.12%)	0.187575496	0.145067367	0.135629334	0.938047386	0.542280838
	LIHC	alpha_fetoprotien_norm_range_lower	NO (vs Yes)	0.595908865	0.369309105	0.961545141	0.033955361	119/25--150/53	109(28.91%)	0.029625525	0.033955361	0.032059691	0.756323412	0.566759113
	LIHC	platelet_count_preresection	Low (vs Normal)	1.342136222	0.824777511	2.184018859	0.236210312	69/22--221/64	NA	NA	NA	NA	0.483101958	NA
	LIHC	platelet_count_preresection	High (vs Normal)	2.159339701	1.160564285	4.0176559	0.015098319	20/12--221/64	NA	NA	NA	NA	0.750368729	NA
	LIHC	platelet_count_preresection	Global	NA	NA	NA	NA	NA	68(18.04%)	0.059172344	0.040386476	0.035677401	0.769045789	0.554853052
	LIHC	bilirubin_total	H (vs Normal)	1.494343833	0.878789207	2.541068408	0.138088638	49/17--252/73	NA	NA	NA	NA	0.811095144	NA
	LIHC	bilirubin_total	L (vs Normal)	5.451754506	0.749782405	39.64033696	0.09384253	1/1--252/73	NA	NA	NA	NA	0.591082706	NA
	LIHC	bilirubin_total	Global	NA	NA	NA	NA	NA	76(20.16%)	0.161165555	0.093533822	0.067063524	0.834614154	0.537609642
	LUAD	AR	(continuous)	0.969349609	0.894692218	1.050236769	0.446487329	506/183	16(3.07%)	0.446102244	0.446487329	0.446434103	0.25098702	0.501748605
	LUAD	AR	H (vs L)	0.859577483	0.642280871	1.150389936	0.308824989	254/98--252/85	16(3.07%)	0.308177196	0.308824989	0.308371487	0.088239264	0.502820005
	LUAD	ESR1	(continuous)	0.986430213	0.905417908	1.074691098	0.754674699	506/183	16(3.07%)	0.754531577	0.754674699	0.754676515	0.388532602	0.507044958
	LUAD	ESR1	H (vs L)	1.02810246	0.769011499	1.374484868	0.851601314	252/92--254/91	16(3.07%)	0.851606884	0.851601314	0.851596674	0.474387114	0.498423223
	LUAD	ESR2	(continuous)	0.930798549	0.80468672	1.076674831	0.334340017	506/183	16(3.07%)	0.335103759	0.334340017	0.334351781	0.410941847	0.536963289
	LUAD	ESR2	H (vs L)	0.808531768	0.603570816	1.083093487	0.154203279	254/103--252/80	16(3.07%)	0.152758293	0.154203279	0.153433218	0.386501368	0.536286084
	LUAD	PGR	(continuous)	0.948766802	0.85567298	1.051988863	0.318229222	506/183	16(3.07%)	0.318385537	0.318229222	0.318214886	0.128638897	0.532344142
	LUAD	PGR	H (vs L)	0.85565063	0.63962665	1.144633359	0.293688822	255/98--251/85	16(3.07%)	0.293059433	0.293688822	0.293203885	0.709904079	0.522277028
	LUAD	tobacco_smoking_history	(continuous)	1.036652014	0.901505533	1.192058573	0.613506896	499/174	23(4.41%)	0.612851244	0.613506896	0.613450512	0.276374784	0.522436722
	LUAD	age_at_initial_pathologic_diagnosis	(continuous)	1.008352259	0.993157632	1.023779353	0.282967057	503/181	19(3.64%)	0.280079035	0.282967057	0.282887497	0.268675917	0.519693586
	LUAD	tobacco_smoking_history_v2	No (vs Yes)	1.209782855	0.637255457	2.296684226	0.560377135	14/10--508/178	9(1.72%)	0.571038729	0.560377135	0.559788748	0.338859356	0.500516929
	LUAD	gender	MALE (vs FEMALE)	1.073431907	0.803220076	1.43454589	0.631985639	242/90--280/98	9(1.72%)	0.632196961	0.631985639	0.631915415	0.041086926	0.531671869
	LUAD	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	2.416053305	1.68202298	3.470412497	1.80E-06	124/54--279/69	NA	NA	NA	NA	0.173194568	NA
	LUAD	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	3.55365231	2.431985271	5.192648531	5.65E-11	85/47--279/69	NA	NA	NA	NA	0.019993779	NA
	LUAD	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	3.848854654	2.219925976	6.673052304	1.58E-06	26/16--279/69	NA	NA	NA	NA	0.915477216	NA
	LUAD	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	17(3.26%)	6.20E-12	9.10E-12	4.71E-13	0.109460722	0.667085171
	LUAD	pathologic_stage_v2	StageIII/IV (vs StageI/II)	2.647497405	1.943544769	3.606421948	6.68E-10	111/63--403/123	17(3.26%)	6.75E-09	6.68E-10	1.41E-10	0.236867083	0.607014535
	LUAD	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	6.37428129	4.371870895	9.293838482	0	171/116--294/36	65(12.45%)	0	0	0	0.280815686	0.698471539
	LUAD	treatment_outcome_first_course	Partial_Remission/Response (vs Complete_Remission/Response)	2.572788878	0.630052587	10.50585736	0.188028322	6/2--320/89	NA	NA	NA	NA	0.578881647	NA
	LUAD	treatment_outcome_first_course	Stable_Disease (vs Complete_Remission/Response)	1.122360781	0.563440232	2.235718449	0.742677982	37/9--320/89	NA	NA	NA	NA	0.998409558	NA
	LUAD	treatment_outcome_first_course	Progressive_Disease (vs Complete_Remission/Response)	4.126500907	2.867829893	5.93759406	2.26E-14	68/46--320/89	NA	NA	NA	NA	0.018764909	NA
	LUAD	treatment_outcome_first_course	Global	NA	NA	NA	NA	NA	98(18.77%)	1.02E-10	6.08E-13	4.22E-15	0.096391559	0.654505649
	LUAD	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	2.852079511	2.029672658	4.007718934	1.56E-09	111/57--320/89	98(18.77%)	8.96E-09	1.56E-09	2.78E-10	0.033972962	0.638491687
	LUAD	residual_tumor	R1 (vs R0)	3.400568764	1.767236083	6.543476579	0.00024727	13/10--348/134	NA	NA	NA	NA	0.363029206	NA
	LUAD	residual_tumor	R2 (vs R0)	5.775877651	1.814288012	18.38779864	0.002995471	5/3--348/134	NA	NA	NA	NA	0.982984299	NA
	LUAD	residual_tumor	RX (vs R0)	1.183813968	0.54965958	2.549606269	0.666406833	26/7--348/134	NA	NA	NA	NA	0.592742223	NA
	LUAD	residual_tumor	Global	NA	NA	NA	NA	NA	139(26.63%)	0.001862103	0.000104321	1.63E-05	0.790692079	0.536896452
	LUAD	new_tumor_event_type	Distant_Metastasis (vs NO)	2.430994528	1.674643855	3.52894998	2.99E-06	63/38--391/118	NA	NA	NA	NA	0.059073021	NA
	LUAD	new_tumor_event_type	Locoregional_Recurrence (vs NO)	1.162803615	0.74209763	1.822013969	0.510372413	48/23--391/118	NA	NA	NA	NA	0.060284698	NA
	LUAD	new_tumor_event_type	New_Primary_Tumor (vs NO)	0.152813089	0.021286272	1.097037588	0.061779321	11/1--391/118	NA	NA	NA	NA	0.322602119	NA
	LUAD	new_tumor_event_type	Locoregional_Recurrence|Distant_Metastasis (vs NO)	1.726647527	0.802118824	3.716795557	0.16263169	8/7--391/118	NA	NA	NA	NA	0.563711824	NA
	LUAD	new_tumor_event_type	Distant_Metastasis|New_Primary_Tumor (vs NO)	8.263887995	1.142074975	59.79628859	0.036480609	1/1--391/118	NA	NA	NA	NA	0.615443334	NA
	LUAD	new_tumor_event_type	Global	NA	NA	NA	NA	NA	9(1.72%)	1.10E-05	1.24E-05	1.31E-06	0.231682781	0.564327892
	LUAD	new_tumor_event	Yes (vs NO)	1.989491105	1.482859936	2.669216936	4.49E-06	187/108--335/80	9(1.72%)	3.58E-06	4.49E-06	2.91E-06	0.017926464	0.556723065
	LUAD	other_dx	Yes (vs No)	1.426885385	0.974238883	2.089838476	0.067863255	93/33--429/155	9(1.72%)	0.078386071	0.067863255	0.066465637	0.86255571	0.52362964
	LUAD	targeted_molecular_therapy	YES (vs No)	1.386331486	0.8011449	2.398960525	0.242996249	38/14--484/174	9(1.72%)	0.264152241	0.242996249	0.240912375	0.791415277	0.514762312
	LUAD	egfr_mutation_status	YES (vs NO)	1.330463009	0.843840183	2.097709799	0.219042661	80/26--197/84	247(47.32%)	0.229260231	0.219042661	0.217596623	0.874701091	0.526993994
	LUAD	eml4_alk_translocation_status	YES (vs NO)	1.846562042	1.029422008	3.312335803	0.03966431	34/14--213/87	277(53.07%)	0.053777551	0.03966431	0.036692019	0.516388829	0.54771561
	LUSC	AR	(continuous)	1.036437345	0.964509876	1.113728741	0.329427524	495/212	9(1.79%)	0.33218115	0.329427524	0.329306619	0.480107961	0.523093333
	LUSC	AR	H (vs L)	1.176294784	0.895591595	1.544978119	0.243110913	247/105--248/107	9(1.79%)	0.243046878	0.243110913	0.242611186	0.299719716	0.512711111
	LUSC	ESR1	(continuous)	1.067556658	0.984742622	1.157335117	0.112564467	495/212	9(1.79%)	0.114211641	0.112564467	0.112352143	0.82747866	0.539724444
	LUSC	ESR1	H (vs L)	1.385182876	1.05503114	1.818649259	0.018996138	247/96--248/116	9(1.79%)	0.018670087	0.018996138	0.018486986	0.864252379	0.542133333
	LUSC	ESR2	(continuous)	0.973005553	0.851204007	1.112236078	0.688384614	495/212	9(1.79%)	0.687807249	0.688384614	0.688396683	0.204819433	0.526284444
	LUSC	ESR2	H (vs L)	0.975735752	0.74359531	1.280347313	0.859353612	252/113--243/99	9(1.79%)	0.859323543	0.859353612	0.859350168	0.423686833	0.51168
	LUSC	PGR	(continuous)	1.068532976	0.968672579	1.178687976	0.185452837	495/212	9(1.79%)	0.185236928	0.185452837	0.185320521	0.331493564	0.538266667
	LUSC	PGR	H (vs L)	1.200126544	0.915056651	1.574004975	0.187363429	247/97--248/115	9(1.79%)	0.186469851	0.187363429	0.186754963	0.612886027	0.528791111
	LUSC	tobacco_smoking_history	(continuous)	0.801318666	0.695690763	0.922984233	0.002131973	486/212	18(3.57%)	0.002446715	0.002131973	0.002011287	0.399389689	0.563293567
	LUSC	age_at_initial_pathologic_diagnosis	(continuous)	1.016865966	1.000539208	1.033459142	0.042842914	492/215	12(2.38%)	0.03971849	0.042842914	0.042798896	0.416620761	0.532092734
	LUSC	tobacco_smoking_history_v2	No (vs Yes)	0.447892466	0.143237447	1.400525255	0.167322413	12/3--492/216	6(1.19%)	0.113106448	0.167322413	0.156112756	0.554656251	0.506596421
	LUSC	gender	FEMALE (vs MALE)	0.838625904	0.610371088	1.152239057	0.277596621	131/51--373/168	6(1.19%)	0.270391397	0.277596621	0.276983121	0.635750998	0.519885371
	LUSC	pathologic_stage_v2	StageIII/IV (vs StageI/II)	1.565411626	1.139503686	2.150509551	0.005675094	92/50--408/167	10(1.98%)	0.007940353	0.005675094	0.005284894	0.292132426	0.543917963
	LUSC	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	3.951019541	2.889225625	5.403024008	0	114/91--319/76	77(15.28%)	0	0	0	0.000301016	0.622993187
	LUSC	treatment_outcome_first_course	Partial_Remission/Response (vs Complete_Remission/Response)	9.104966217	2.831621503	29.27665641	0.000210054	4/3--311/102	NA	NA	NA	NA	0.683742971	NA
	LUSC	treatment_outcome_first_course	Stable_Disease (vs Complete_Remission/Response)	2.367207306	1.147676315	4.882622703	0.019655643	17/8--311/102	NA	NA	NA	NA	0.740869945	NA
	LUSC	treatment_outcome_first_course	Progressive_Disease (vs Complete_Remission/Response)	4.523919839	2.850864989	7.178821442	1.49E-10	31/24--311/102	NA	NA	NA	NA	0.863450191	NA
	LUSC	treatment_outcome_first_course	Global	NA	NA	NA	NA	NA	145(28.77%)	1.35E-08	2.32E-11	5.80E-14	0.956060339	0.604360552
	LUSC	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	3.843374068	2.585745031	5.71267625	2.78E-11	52/35--311/102	145(28.77%)	3.15E-09	2.78E-11	8.23E-13	0.641856932	0.602221555
	LUSC	residual_tumor	R1 (vs R0)	4.357462752	1.890044314	10.04605104	0.000552924	12/6--401/177	NA	NA	NA	NA	0.981095886	NA
	LUSC	residual_tumor	R2 (vs R0)	1.90E-07	0	Inf	0.993329032	4/0--401/177	NA	NA	NA	NA	0.999847737	NA
	LUSC	residual_tumor	RX (vs R0)	1.815919856	0.955821744	3.449978976	0.068458942	23/11--401/177	NA	NA	NA	NA	0.377935656	NA
	LUSC	residual_tumor	Global	NA	NA	NA	NA	NA	69(13.69%)	0.003138308	0.002297254	0.000339209	0.854605097	0.53303653
	LUSC	new_tumor_event_dx_days_to	Yes (vs NO)	1.813055495	1.383404028	2.376146202	1.62E-05	133/94--371/125	6(1.19%)	2.36E-05	1.62E-05	1.21E-05	0.0071629	0.540399804
	LUSC	other_dx	Yes (vs No)	1.366991697	0.958557075	1.949457521	0.084304293	70/37--433/182	7(1.39%)	0.095316966	0.084304293	0.083051607	0.984939807	0.519107779
	LUSC	targeted_molecular_therapy	YES (vs NO)	0.725932052	0.428877076	1.228737495	0.232932676	51/16--453/203	6(1.19%)	0.211796521	0.232932676	0.230943253	0.937464702	0.51377822
	LUSC	eastern_cancer_oncology_group	1 (vs 0)	1.146479744	0.716711534	1.833953747	0.568466808	93/46--70/30	NA	NA	NA	NA	0.565742445	NA
	LUSC	eastern_cancer_oncology_group	2 (vs 0)	0.763190088	0.333903607	1.744392987	0.521687024	26/7--70/30	NA	NA	NA	NA	0.84131492	NA
	LUSC	eastern_cancer_oncology_group	3 (vs 0)	5.356475973	1.831554158	15.66529426	0.002175063	5/4--70/30	NA	NA	NA	NA	0.788800061	NA
	LUSC	eastern_cancer_oncology_group	Global	NA	NA	NA	NA	NA	312(61.9%)	0.055253377	0.013461102	0.004343408	0.881457016	0.568965517
	MESO	AR	(continuous)	0.931923182	0.808501743	1.074185459	0.330709641	86/73	1(1.15%)	0.324199957	0.330709641	0.330385226	0.049148012	0.553381862
	MESO	AR	H (vs L)	1.012576597	0.636079646	1.611922925	0.957980936	43/36--43/37	1(1.15%)	0.957978442	0.957980936	0.957980672	0.333930423	0.487564453
	MESO	ESR1	(continuous)	0.746203802	0.577694754	0.963865623	0.024975184	86/73	1(1.15%)	0.014093817	0.024975184	0.029503839	0.139462241	0.581286018
	MESO	ESR1	H (vs L)	0.873775007	0.549255643	1.390031712	0.568918791	44/36--42/37	1(1.15%)	0.569307989	0.568918791	0.568633307	0.046096327	0.54670913
	MESO	ESR2	(continuous)	0.990274356	0.822845919	1.191770268	0.917627599	86/73	1(1.15%)	0.917426444	0.917627599	0.917626642	0.204187499	0.515468608
	MESO	ESR2	H (vs L)	1.134753722	0.712890341	1.806260986	0.594020743	44/35--42/38	1(1.15%)	0.593694794	0.594020743	0.593781124	0.19547418	0.49696694
	MESO	PGR	(continuous)	1.131939189	0.967267133	1.324645783	0.122332511	86/73	1(1.15%)	0.12096299	0.122332511	0.121943201	0.310144005	0.540339703
	MESO	PGR	H (vs L)	1.56938049	0.984703694	2.501214466	0.058073204	45/35--41/38	1(1.15%)	0.058038666	0.058073204	0.056059244	0.943451657	0.555808311
	MESO	age_at_initial_pathologic_diagnosis	(continuous)	1.020936473	0.991467051	1.051281816	0.165587435	86/73	1(1.15%)	0.161342042	0.165587435	0.165332898	0.811286617	0.553078556
	MESO	gender	FEMALE (vs MALE)	1.126450698	0.626813926	2.024350644	0.690532453	16/14--71/60	1(1.15%)	0.694041638	0.690532453	0.690361142	0.398054384	0.519714892
	MESO	pathologic_stage_v2	StageIII/IV (vs StageI/II)	0.992724724	0.588276352	1.675237114	0.978180068	61/52--26/22	1(1.15%)	0.978191423	0.978180068	0.978180022	0.189406401	0.518198362
	MESO	histological_type	Biphasic_mesothelioma (vs Epithelioid_mesothelioma)	2.011369338	1.18727571	3.407470209	0.009371329	23/21--57/46	NA	NA	NA	NA	0.238773092	NA
	MESO	histological_type	Diffuse_malignant_mesothelioma_-_NOS (vs Epithelioid_mesothelioma)	1.157495263	0.458040014	2.925061662	0.757156959	5/5--57/46	NA	NA	NA	NA	0.643489439	NA
	MESO	histological_type	Sarcomatoid_mesothelioma (vs Epithelioid_mesothelioma)	6.87491368	0.893220081	52.91466134	0.064095552	2/2--57/46	NA	NA	NA	NA	0.834781132	NA
	MESO	histological_type	Global	NA	NA	NA	NA	NA	1(1.15%)	0.048304957	0.025464689	0.015798296	0.584021547	0.589323628
	MESO	tumor_status	TUMOR_FREE (vs WITH_TUMOR)	0.62207837	0.302486135	1.279336319	0.19693309	16/10--50/43	21(24.14%)	0.175251817	0.19693309	0.192824269	0.599189175	0.53166578
	MESO	new_tumor_event_type	Intrapleural_Progression (vs NO)	0.673783818	0.387910813	1.170332506	0.161027669	25/20--43/36	NA	NA	NA	NA	0.589417098	NA
	MESO	new_tumor_event_type	Distant_Metastasis (vs NO)	0.626577976	0.295203335	1.329930643	0.223440959	10/9--43/36	NA	NA	NA	NA	0.792214266	NA
	MESO	new_tumor_event_type	Locoregional_Recurrence (vs NO)	0.759015918	0.346404181	1.663101066	0.490853065	9/9--43/36	NA	NA	NA	NA	0.507523689	NA
	MESO	new_tumor_event_type	Global	NA	NA	NA	NA	NA	1(1.15%)	0.429847491	0.430654363	0.424793015	0.784937012	0.554595086
	MESO	new_tumor_event_dx_days_to	NO (vs Yes)	1.368684512	0.854935731	2.191155691	0.191149199	40/33--47/41	1(1.15%)	0.194191986	0.191149199	0.189391099	0.781908289	0.54322111
	OV	AR	(continuous)	0.954853256	0.887549823	1.027260349	0.215429578	304/184	283(48.21%)	0.221716185	0.215429578	0.215232617	0.780371653	0.543836141
	OV	AR	H (vs L)	0.755455665	0.565022243	1.010072203	0.058445973	152/95--152/89	283(48.21%)	0.058464793	0.058445973	0.057646138	0.075963495	0.553464778
	OV	ESR1	(continuous)	1.029950448	0.929316228	1.141482192	0.573739695	304/184	283(48.21%)	0.567982666	0.573739695	0.57375693	0.370984231	0.530321593
	OV	ESR1	H (vs L)	1.197754472	0.893202364	1.606148653	0.228023224	153/90--151/94	283(48.21%)	0.227809427	0.228023224	0.227424787	0.206184897	0.51479709
	OV	ESR2	(continuous)	0.926712089	0.826936483	1.038526313	0.190348093	304/184	283(48.21%)	0.186941634	0.190348093	0.190215959	0.744427347	0.512366003
	OV	ESR2	H (vs L)	0.807470684	0.603550964	1.080288068	0.149881401	153/102--151/82	283(48.21%)	0.148691607	0.149881401	0.149112055	0.724436627	0.528924196
	OV	PGR	(continuous)	0.978206085	0.923017023	1.036695013	0.457068718	304/184	283(48.21%)	0.457006715	0.457068718	0.457000299	0.751813064	0.521401225
	OV	PGR	H (vs L)	0.886014084	0.662682452	1.184611053	0.414100344	153/96--151/88	283(48.21%)	0.413880644	0.414100344	0.413818076	0.856590787	0.515754211
	OV	age_at_initial_pathologic_diagnosis	(continuous)	1.024166115	1.014301079	1.034127098	1.33E-06	582/348	5(0.85%)	1.44E-06	1.33E-06	1.22E-06	0.004797967	0.598338837
	OV	race	BLACK_OR_AFRICAN_AMERICAN (vs WHITE)	1.431652916	0.927157912	2.210659097	0.105496406	34/22--498/311	NA	NA	NA	NA	0.775953738	NA
	OV	race	ASIAN (vs WHITE)	0.84482181	0.375956658	1.898420671	0.683119638	20/6--498/311	NA	NA	NA	NA	0.125253424	NA
	OV	race	AMERICAN_INDIAN_OR_ALASKA_NATIVE (vs WHITE)	6.925612048	2.200513293	21.79677914	0.000938964	3/3--498/311	NA	NA	NA	NA	0.875110034	NA
