Name	UCSC_RefGene_Name	UCSC_RefGene_Accession	UCSC_RefGene_Group	UCSC_CpG_Islands_Name
cg00836662	MOGAT3	NM_178176	TSS200	chr7:100845050-100845726
cg00862675	UGT1A9	NM_021027;NM_019075;NM_019076	TSS200	
cg00862675	UGT1A10	NM_021027;NM_019075;NM_019076	Body	
cg00862675	UGT1A8	NM_021027;NM_019075;NM_019076	Body	
cg00868074	ZCCHC14	NM_015144	3'UTR	chr16:87441387-87441671
cg00879790	TRIM15	NM_033229;NM_033229	5'UTR	
cg00879790	TRIM15	NM_033229;NM_033229	1stExon	
cg00895997	SLC13A1	NM_022444	TSS200	
cg00916854	VPS37B	NM_024667	3'UTR	chr12:123351641-123351918
cg00934322	DDR1	NM_013993;NM_001954	5'UTR	chr6:30852102-30852676
cg00934987	SEPT4	NM_080415;NM_080416;NM_004574	Body	chr17:56609025-56609583
cg00936348	HECW1	NM_015052	Body	
cg00952516	PEBP4	NM_144962	Body	
cg00975876	PRICKLE4	NM_013397	Body	chr6:41753880-41755576
cg00977707	ATG7	NM_001136031;NM_001144912;NM_006395	Body	
cg00982519	SFTA1P	NR_027082	TSS1500	
cg00983803	SKINTL	NR_026749	Body	
cg00987015	CHRM1	NM_000738;NM_000738	5'UTR	chr11:62690974-62691488
cg00987015	CHRM1	NM_000738;NM_000738	1stExon	chr11:62690974-62691488
cg00988350	GALE	NM_001127621;NM_001127621;NM_001008216;NM_000403	5'UTR	chr1:24126799-24127549
cg00988350	GALE	NM_001127621;NM_001127621;NM_001008216;NM_000403	1stExon	chr1:24126799-24127549
cg00991994	C3orf26	NM_032359;NM_182909;NR_031662;NM_001042459	Body	
cg00991994	FILIP1L	NM_032359;NM_182909;NR_031662;NM_001042459	Body	
cg00991994	MIR548G	NM_032359;NM_182909;NR_031662;NM_001042459	Body	
cg00999858	MAN1C1	NM_020379	Body	
cg01008256	SLC12A9	NM_020246;NM_003302	Body	chr7:100463758-100464146
cg01008256	TRIP6	NM_020246;NM_003302	TSS1500	chr7:100463758-100464146
cg01021552	CDH11	NM_001797	5'UTR	
cg01023703	BAIAP3	NM_003933	Body	chr16:1393573-1393878
cg01030476	LGALS8	NM_201543;NM_006499;NM_201545;NM_201544	TSS200	chr1:236687071-236687608
cg01030476	LGALS8	NM_201543;NM_006499;NM_201545;NM_201544	5'UTR	chr1:236687071-236687608
cg01030476	LGALS8	NM_201543;NM_006499;NM_201545;NM_201544	TSS1500	chr1:236687071-236687608
cg01041256	GABRA5	NM_001165037;NM_000810	Body	chr15:27128249-27128935
cg01042640	CLEC18B	NM_001011880	Body	
cg01044129	SMAD9	NM_001127217;NM_005905	Body	
cg01052614	BAI1	NM_001702	Body	chr8:143623275-143623662
cg01073479	NAT15	NM_001083601;NM_001083600;NM_024845	5'UTR	chr16:3507545-3508606
cg01074365	EPS8L2	NM_022772	Body	chr11:712310-712515
cg01097872	OVOL1	NM_004561	Body	
cg01109219	RASGRP3	NM_170672	TSS1500	
cg01111718	GRIA4	NM_001077243;NM_001112812;NM_001077244;NM_000829	Body	
cg01116568	AMPD3	NM_001025389;NM_001025390;NM_000480	TSS200	chr11:10472000-10472857
cg01116568	AMPD3	NM_001025389;NM_001025390;NM_000480	TSS1500	chr11:10472000-10472857
cg01116568	AMPD3	NM_001025389;NM_001025390;NM_000480	Body	chr11:10472000-10472857
cg01120308	PICALM	NM_001008660;NM_007166	TSS1500	chr11:85779725-85780397
cg01120509	WDR90	NM_145294;NM_138418	TSS1500	chr16:698826-700244
cg01120509	FAM195A	NM_145294;NM_138418	3'UTR	chr16:698826-700244
cg01122415	TEKT5	NM_144674	TSS200	
cg01141636	CYFIP2	NM_001037333;NM_001001343;NM_014376;NM_001037332	Body	
cg01141636	C5orf40	NM_001037333;NM_001001343;NM_014376;NM_001037332	3'UTR	
cg01157280	RAB17	NM_022449;NM_022449	1stExon	
cg01157280	RAB17	NM_022449;NM_022449	5'UTR	
cg01171456	AMZ1	NM_133463	5'UTR	chr7:2727682-2728392
cg01175610	BCL2L14	NM_138723;NM_138722;NM_030766	5'UTR	
cg01175610	BCL2L14	NM_138723;NM_138722;NM_030766	TSS200	
cg01177849	AGBL1	NM_152336	Body	
cg01189072	CDK11B	NM_033493;NM_033489;NM_033486;NM_033488;NM_033492;NM_001110781;NM_033487	Body	chr1:1607898-1608243
cg01189072	LOC728661	NM_033493;NM_033489;NM_033486;NM_033488;NM_033492;NM_001110781;NM_033487	5'UTR	chr1:1607898-1608243
cg01189072	CDK11B	NM_033493;NM_033489;NM_033486;NM_033488;NM_033492;NM_001110781;NM_033487	5'UTR	chr1:1607898-1608243
cg01189606	PLXNB1	NM_002673;NM_001130082	TSS1500	chr3:48470230-48471389
cg01196079	PRDM16	NM_022114;NM_199454	Body	chr1:3203765-3204453
cg01201151	MARS2	NM_138395;NM_138395	1stExon	chr2:198569911-198570948
cg01201151	MARS2	NM_138395;NM_138395	3'UTR	chr2:198569911-198570948
cg01210307	ARPP-21	NM_016300	Body	
cg01240599	ACY3	NM_080658	5'UTR	
cg01242196	GRM4	NM_000841	3'UTR	
cg01249544	CTNNA3	NM_001127384;NM_013266	Body	
cg01263165	LOC646405	NR_026730	Body	
cg01273802	XKR6	NM_173683	Body	chr8:10873324-10874174
cg01285783	C6orf195	NM_152554	Body	
cg01300852	RPS6KA2	NM_021135;NM_001006932	Body	
cg01310118	SMOC2	NM_022138;NM_001166412	Body	
cg01319323	SH3GLB2	NM_020145	Body	chr9:131790148-131790443
cg01329309	SDC2	NM_002998	TSS1500	chr8:97505747-97507607
cg01331461	AGPAT3	NM_001037553;NM_020132	TSS200	
cg01331461	AGPAT3	NM_001037553;NM_020132	5'UTR	
cg01337514	ESPN	NM_031475	Body	chr1:6511689-6512110
cg01351992	CACNA1H	NM_021098;NM_001005407	Body	chr16:1209939-1210945
cg01354426	DUPD1	NM_001003892	Body	chr10:76803360-76803857
cg01369413	UBQLN3	NM_017481	Body	
cg01380884	EDC3	NM_001142443;NM_001142444;NM_025083	3'UTR	
cg01406381	SLC1A5	NM_001145145;NM_005628;NM_001145144	TSS200	chr19:47290585-47291983
cg01406381	SLC1A5	NM_001145145;NM_005628;NM_001145144	Body	chr19:47290585-47291983
cg01406381	SLC1A5	NM_001145145;NM_005628;NM_001145144	5'UTR	chr19:47290585-47291983
cg01413566	C1orf210	NM_182517;NM_001164829	5'UTR	
cg01421943	DKK2	NM_014421	3'UTR	
cg01440333	CHI3L2	NM_001025197;NM_004000	TSS200	
cg01440489	ELF1	NM_172373;NM_172373	5'UTR	
cg01440489	ELF1	NM_172373;NM_172373	1stExon	
cg01441698	PLA2G2E	NM_014589	TSS200	
cg01447702	CEP68	NM_015147	TSS1500	chr2:65283030-65284169
cg01462546	MED15	NM_015889;NM_001003891	Body	chr22:20861679-20862252
cg01464104	OR5T1	NM_001004745	TSS200	
cg01483139	FAT1	NM_005245	Body	
cg01516033	ISX	NM_001008494	Body	
cg01519261	RUNX1	NM_001754;NM_001754	5'UTR	
cg01519261	RUNX1	NM_001754;NM_001754	1stExon	
cg01533082	C14orf37	NM_001001872	Body	
cg01534527	CTDSPL	NM_005808;NM_001008392	Body	
cg01534808	FLI1	NM_002017;NM_001167681	Body	
cg01534808	FLI1	NM_002017;NM_001167681	5'UTR	
cg01564818	SETD5	NM_001080517	5'UTR	
cg01571916	TSPAN18	NM_130783	5'UTR	
cg01580568	LAMB3	NM_000228;NM_001017402;NM_001127641	TSS200	
cg01580568	LAMB3	NM_000228;NM_001017402;NM_001127641	TSS1500	
cg01582937	SORBS3	NM_005775	5'UTR	chr8:22408672-22409635
cg01594949	NRARP	NM_001004354	TSS1500	chr9:140195501-140197475
cg01606023	NXPH4	NM_007224	Body	chr12:57609976-57611168
cg01618928	PCYT2	NM_002861;NM_016538	TSS1500	chr17:79868687-79869811
cg01618928	SIRT7	NM_002861;NM_016538	Body	chr17:79868687-79869811
cg01647728	KY	NM_178554	Body	chr3:134369464-134370242
cg01649623	AFF3	NM_001025108;NM_002285	Body	
cg01651250	TNXB	NM_019105	Body	chr6:32063533-32065044
cg01653532	YPEL2	NM_001005404	Body	
cg01662334	HIBADH	NM_152740	TSS1500	chr7:27702220-27702851
cg01669948	KCNK16	NM_001135106;NM_001135107;NM_032115;NM_001135105	TSS1500	
cg01670876	TMEM90A	NM_001105579	5'UTR	chr14:74892466-74893184
cg01684579	NOP16	NM_016391	TSS1500	chr5:175815288-175815847
cg01697163	SH3BP1	NM_018957	TSS1500	chr22:38035350-38035928
cg01704534	RBM47	NM_001098634;NM_019027	5'UTR	
cg01704534	RBM47	NM_001098634;NM_019027	TSS200	
cg01706263	MIR598	NR_030328;NM_173683	TSS1500	
cg01706263	XKR6	NR_030328;NM_173683	Body	
cg01709766	TRIM6-TRIM34	NM_001003819;NM_001003827	Body	
cg01709766	TRIM34	NM_001003819;NM_001003827	TSS1500	
cg01711344	UNC93B1	NM_030930	Body	chr11:67770426-67771629
cg01717376	TTLL4	NM_014640	TSS1500	chr2:219575448-219576080
cg01747518	TRMT61A	NM_152307	TSS1500	chr14:103995404-103995772
cg01751800	ANKRD56	NM_001029870	TSS1500	chr4:77818015-77819600
cg01766743	SOX5	NM_152989	5'UTR	
cg01769428	ADAMTS17	NM_139057	Body	
cg01771416	NFKBIZ	NM_001005474;NM_031419	5'UTR	chr3:101568107-101569046
cg01771416	NFKBIZ	NM_001005474;NM_031419	TSS1500	chr3:101568107-101569046
cg01771850	TBCD	NM_005993	Body	
cg01779323	KLRG2	NM_198508	Body	chr7:139167480-139168712
cg01789980	WWC1	NM_001161662;NM_015238;NM_001161661	Body	
cg01790464	SLC7A8	NM_012244;NM_182728	Body	
cg01790464	SLC7A8	NM_012244;NM_182728	TSS1500	
cg01792430	CLIP4	NM_024692	Body	
cg01807748	ABCA4	NM_000350	Body	
cg01810719	TECTA	NM_005422	Body	chr11:120998386-120998886
cg01815263	EDEM1	NM_014674	Body	
cg01815912	NTHL1	NM_002528	3'UTR	chr16:2088753-2088998
cg01823853	HIBADH	NM_152740	Body	
cg01833923	GNGT2	NM_031498;NM_016428;NM_001135186;NM_031498	1stExon	
cg01833923	ABI3	NM_031498;NM_016428;NM_001135186;NM_031498	TSS1500	
cg01833923	GNGT2	NM_031498;NM_016428;NM_001135186;NM_031498	5'UTR	
cg01834614	ACP6	NM_016361	TSS1500	chr1:147141842-147142918
cg01845356	DRD3	NM_000796;NM_033663	TSS1500	
cg01854491	FAM83H	NM_198488	5'UTR	chr8:144815203-144816518
cg01886855	TFF1	NM_003225	TSS1500	
cg01901434	FBN2	NM_001999	Body	
cg01905142	TRIM15	NM_033229	1stExon	
cg01907184	DNAH9	NM_001372	Body	
cg01916918	CLU	NM_001831;NM_203339;NM_001171138	Body	
cg01937809	ZC3H12A	NM_025079	Body	chr1:37939723-37940650
cg01942646	NR0B2	NM_021969	TSS200	
cg01945223	CASR	NM_000388	Body	
cg01946364	CPLX2	NM_006650	5'UTR	chr5:175298515-175300066
cg01952226	GRHL2	NM_024915	Body	chr8:102505512-102506430
cg01952537	C14orf180	NM_001008404	5'UTR	chr14:105054873-105055113
cg01956472	MIR1275	NR_031681	TSS200	
cg01957900	ATP4B	NM_000705	TSS200	
cg01963002	LMTK2	NM_014916	TSS1500	chr7:97736035-97736854
cg01963147	MIR320D2	NR_031725	TSS1500	
cg01963464	AGFG1	NM_001135187;NM_001135188;NM_001135189;NM_004504	Body	chr2:228336752-228337875
cg01968525	AMBRA1	NM_017749	5'UTR	
cg01969586	NKPD1	NM_198478	TSS200	
cg01975453	KCNH1	NM_002238;NM_172362	Body	chr1:211306667-211307675
cg01991752	BEGAIN	NM_001159531;NM_020836	Body	chr14:101012840-101013117
cg02023912	FAM135A	NM_020819;NM_001105531	5'UTR	chr6:71122892-71123820
cg02024846	CDC14B	NM_003671;NM_033331	TSS1500	chr9:99380814-99382236
cg02035824	LRRC27	NM_001143757;NM_030626	3'UTR	
cg02050028	HECW1	NM_015052	5'UTR	chr7:43152020-43153340
cg02055988	LIMK2	NM_001031801;NM_016733;NM_005569	Body	chr22:31672479-31672688
cg02070290	KCNJ16	NM_018658;NM_170741	TSS200	
cg02077256	PMP22	NM_153322;NM_153321;NM_000304	3'UTR	
cg02088785	STK24	NM_001032296	Body	
cg02097203	KCNQ1	NM_000218;NM_181798	Body	
cg02102889	SLC7A11	NM_014331	TSS1500	
cg02116864	PWWP2B	NM_138499;NM_001098637	3'UTR	chr10:134218268-134219615
cg02116864	PWWP2B	NM_138499;NM_001098637	Body	chr10:134218268-134219615
cg02121427	LRRC15	NM_130830;NM_001135057	TSS1500	
cg02126235	SERPINA1	NM_001127701;NM_001127703;NM_001002236;NM_001127702;NM_000295;NM_001127704;NM_001127706;NM_001127700;NM_001127705;NM_001002235;NM_000295;NM_001127707	5'UTR	
cg02126235	SERPINA1	NM_001127701;NM_001127703;NM_001002236;NM_001127702;NM_000295;NM_001127704;NM_001127706;NM_001127700;NM_001127705;NM_001002235;NM_000295;NM_001127707	1stExon	
cg02127375	NBEA	NM_015678	Body	
cg02130329	ANGPT1	NM_001146	Body	
cg02131870	CUX1	NM_181500;NM_181552;NM_001913	Body	
cg02134976	C6orf132	NM_001164446	TSS200	chr6:42109904-42110361
cg02147126	AZU1	NM_001700	TSS200	
cg02152417	CAMTA1	NM_015215	Body	
cg02171725	KIAA1429	NM_015496;NM_183009	Body	chr8:95565657-95566011
cg02191985	BPIL1	NM_025227	TSS1500	
cg02192520	RDH5	NM_002905;NM_002905	1stExon	chr12:56109798-56110298
cg02192520	RDH5	NM_002905;NM_002905	5'UTR	chr12:56109798-56110298
cg02196805	CSF2	NM_000758	1stExon	
cg02220125	SYNGR2	NM_004710	TSS1500	chr17:76164395-76165272
cg02228185	ASPA	NM_000049;NM_001128085	1stExon	
cg02228185	ASPA	NM_000049;NM_001128085	Body	
cg02258534	KCNQ1	NM_000218;NM_181798	Body	chr11:2555405-2555618
cg02275784	DLG2	NM_001142699	Body	
cg02309655	GNG7	NM_052847	5'UTR	chr19:2588375-2588590
cg02310027	ENPP7	NM_178543	TSS200	
cg02310454	KIF6	NM_145027	Body	
cg02329205	LYSMD4	NM_152449	TSS1500	chr15:100272901-100273891
cg02329916	PRSS1	NM_002769	TSS200	
cg02331808	APBA2	NM_005503;NM_001130414	5'UTR	
cg02332117	S100A2	NM_005978	TSS1500	
cg02332491	SLC38A4	NM_018018;NM_001143824	Body	
cg02332500	C5orf43	NM_001048249	TSS1500	chr5:60457840-60458654
cg02334660	AREG	NM_001657	Body	chr4:75310686-75311140
cg02341759	AGBL1	NM_152336;NM_152336	1stExon	
cg02341759	AGBL1	NM_152336;NM_152336	5'UTR	
cg02365086	FCN3	NM_003665;NM_173452	Body	
cg02365900	METRNL	NM_001004431	Body	chr17:81050692-81050986
cg02382044	TMOD3	NM_014547	TSS1500	chr15:52121816-52122452
cg02389859	SLC6A19	NM_001003841	TSS200	chr5:1201443-1202138
cg02390801	CCDC33	NM_025055	TSS200	
cg02393479	CA3	NM_005181	Body	chr8:86350765-86351196
cg02399826	SPOCK1	NM_004598	Body	
cg02408480	ERCC8	NM_000082	Body	
cg02426414	SHMT1	NM_004169;NM_148918	5'UTR	chr17:18266422-18267007
cg02430430	CCDC33	NM_025055	Body	
cg02436141	CNR1	NM_001160259;NM_001160226;NM_001160258;NM_001160260;NM_033181;NM_016083	Body	
cg02439077	NODAL	NM_018055	TSS1500	chr10:72200065-72201368
cg02449202	MEP1A	NM_005588	TSS200	
cg02458188	RORA	NM_134261	Body	
cg02460419	ATP6V0A2	NM_012463	Body	chr12:124196646-124197507
cg02465859	AFAP1L2	NM_032550;NM_001001936	Body	
cg02470871	CD80	NM_005191	TSS200	
cg02486855	SMAD3	NM_005902	TSS1500	chr15:67357339-67359061
cg02505676	ACSF3	NM_174917;NR_023316;NM_001127214	Body	chr16:89219333-89219651
cg02510802	SPAG4L	NM_080675;NM_080675	1stExon	
cg02510802	SPAG4L	NM_080675;NM_080675	5'UTR	
cg02517497	CHST4	NM_005769;NM_001166395	3'UTR	
cg02521771	NLGN1	NM_014932	Body	
cg02538681	ANKRD22	NM_144590	TSS200	
cg02543159	MPPED1	NM_001044370	5'UTR	chr22:43817197-43817456
cg02544836	KCTD5	NM_018992	Body	
cg02547054	VDR	NM_000376;NM_001017535	5'UTR	chr12:48298645-48299537
cg02554274	CEND1	NM_016564	Body	chr11:789871-790133
cg02556363	RBMS3	NM_001003792;NM_001003793;NM_014483	Body	
cg02560744	MALL	NM_005434	Body	chr2:110872945-110873587
cg02565062	FLJ39609	NR_026874	TSS1500	chr1:854765-854973
cg02571054	AFF3	NM_001025108;NM_002285	Body	
cg02573176	SLC10A5	NM_001010893	TSS1500	
cg02573468	DLL4	NM_019074	Body	chr15:41217789-41223180
cg02577240	SLC8A1	NM_001112802	TSS1500	
cg02584867	KLF16	NM_031918	Body	chr19:1861711-1861914
cg02587392	PRDM16	NM_199454;NM_022114	3'UTR	chr1:3351365-3351632
cg02601893	BIK	NM_001197	Body	
cg02605306	CACNA1H	NM_021098;NM_001005407	Body	chr16:1244669-1245067
cg02608452	KCNA4	NM_002233	5'UTR	chr11:30037672-30037944
cg02613295	LFNG	NM_001166355;NM_001040167;NM_001040168;NM_002304	Body	chr7:2565872-2566114
cg02633817	FXYD3	NM_005971;NM_001136007;NM_001136012;NM_001136011;NM_001136008;NM_001136008;NM_001136007;NM_001136011;NM_001136010;NM_001136010;NM_005971;NM_001136009;NM_001136012;NM_021910;NM_001136009;NM_021910	5'UTR	
cg02633817	FXYD3	NM_005971;NM_001136007;NM_001136012;NM_001136011;NM_001136008;NM_001136008;NM_001136007;NM_001136011;NM_001136010;NM_001136010;NM_005971;NM_001136009;NM_001136012;NM_021910;NM_001136009;NM_021910	1stExon	
cg02641676	C8orf40	NM_001135675;NM_138436;NM_001135676;NM_001135674;NM_006749	5'UTR	chr8:42396235-42397195
cg02641676	SLC20A2	NM_001135675;NM_138436;NM_001135676;NM_001135674;NM_006749	TSS1500	chr8:42396235-42397195
cg02680487	DDR1	NM_001954;NM_013993	TSS1500	chr6:30852102-30852676
cg02692052	TNFRSF10A	NM_003844	TSS200	chr8:23081956-23082975
cg02703235	TRIM10	NM_006778;NM_052828	Body	
cg02710090	PFKFB2	NM_001018053;NM_006212;NM_018566	TSS1500	chr1:207226281-207226842
cg02710090	YOD1	NM_001018053;NM_006212;NM_018566	TSS1500	chr1:207226281-207226842
cg02714303	LMO7	NM_015842;NM_005358	TSS200	
cg02714303	LMO7	NM_015842;NM_005358	Body	
cg02719634	SLC22A18AS	NM_007105;NM_183233;NM_007105;NM_002555	1stExon	chr11:2923301-2923817
cg02719634	SLC22A18	NM_007105;NM_183233;NM_007105;NM_002555	Body	chr11:2923301-2923817
cg02719634	SLC22A18AS	NM_007105;NM_183233;NM_007105;NM_002555	5'UTR	chr11:2923301-2923817
cg02721693	C1orf14	NM_030933	TSS200	chr1:182921819-182922644
cg02733351	PI3	NM_002638	TSS1500	
cg02734358	GPRIN3	NM_198281	5'UTR	chr4:90228714-90229010
cg02788195	PHYHIPL	NM_001143774;NM_032439	Body	
cg02800711	USH1C	NM_153676;NM_005709	Body	chr11:17565766-17566052
cg02802514	HSD17B8	NM_014234	Body	chr6:33172289-33172823
cg02803828	CNTNAP5	NM_130773	Body	
cg02818322	MAGEC3	NM_138702	Body	
cg02846790	ADCYAP1R1	NM_001118	5'UTR	
cg02857166	HECW1	NM_015052	5'UTR	
cg02858826	RPS6KL1	NM_031464	TSS200	chr14:75389712-75390133
cg02871659	SNHG9	NR_003142;NR_002326;NR_003020;NM_002952	TSS1500	chr16:2014164-2015451
cg02871659	SNORA64	NR_003142;NR_002326;NR_003020;NM_002952	TSS1500	chr16:2014164-2015451
cg02871659	SNORA78	NR_003142;NR_002326;NR_003020;NM_002952	TSS1500	chr16:2014164-2015451
cg02871659	RPS2	NR_003142;NR_002326;NR_003020;NM_002952	Body	chr16:2014164-2015451
cg02886838	SYNE2	NM_182914;NM_015180	Body	
cg02896266	SAMD11	NM_152486	Body	chr1:858970-861632
cg02896515	TSPAN1	NM_005727	5'UTR	
cg02904344	SGK1	NM_001143676;NM_001143677;NM_001143677	Body	chr6:134497536-134497756
cg02904344	SGK1	NM_001143676;NM_001143677;NM_001143677	1stExon	chr6:134497536-134497756
cg02904344	SGK1	NM_001143676;NM_001143677;NM_001143677	5'UTR	chr6:134497536-134497756
cg02933228	CDC42BPG	NM_017525	Body	chr11:64611714-64612634
cg02934082	SEMA5B	NM_001031702	5'UTR	
cg02936263	CCL7	NM_006273	TSS1500	
cg02939781	KLHL6	NM_130446	3'UTR	chr3:183209667-183209943
cg02994009	FAM86B2	NM_001137610	Body	
cg02995710	EIF4E3	NM_001134649;NM_173359	TSS1500	chr3:71802560-71804209
cg02997497	FAM19A1	NM_213609	5'UTR	chr3:68056899-68057167
cg03000711	MIR548A1	NR_030312	TSS1500	
cg03009524	PELI2	NM_021255	Body	
cg03016867	SH3TC2	NM_024577	TSS200	
cg03018634	STAC	NM_003149	Body	chr3:36421702-36422210
cg03020424	CPA3	NM_001870	TSS1500	
cg03020863	PDGFD	NM_025208;NM_033135	Body	
cg03028769	CDH23	NM_022124	Body	
cg03039843	SULT2B1	NM_177973	TSS200	
cg03045323	C19orf39	NM_175871	TSS1500	chr19:11485286-11485769
cg03049863	YIF1B	NM_001145462;NM_001039673;NM_033557;NM_001145463;NM_001145461;NM_001039671;NM_033520;NM_001039672	3'UTR	
cg03049863	C19orf33	NM_001145462;NM_001039673;NM_033557;NM_001145463;NM_001145461;NM_001039671;NM_033520;NM_001039672	TSS200	
cg03052078	STXBP5	NM_001127715;NM_139244	Body	chr6:147525374-147525848
cg03065308	IFNGR1	NM_000416	Body	chr6:137540126-137540678
cg03076130	GAMT	NM_000156	3'UTR	chr19:1399165-1399388
cg03079132	RHBDL1	NM_003961	Body	chr16:729438-735815
cg03082060	LGALS8	NM_201545	TSS1500	
cg03089475	ST14	NM_021978	Body	chr11:130029658-130030262
cg03094226	C11orf80	NM_024650	Body	
cg03108373	ZNF804B	NM_181646	Body	
cg03128163	EBF3	NM_001005463	Body	chr10:131686365-131686595
cg03129103	WBSCR17	NM_022479	Body	chr7:70596228-70598382
cg03139053	SATB2	NM_015265	Body	chr2:200320502-200329681
cg03143457	GNG12	NM_018841	5'UTR	
cg03147185	NCAPH	NM_015341	Body	
cg03150409	WHSC1	NM_001042424	5'UTR	
cg03164969	SYT8	NM_138567	Body	
cg03168749	OR8B12	NM_001005195	TSS200	
cg03175417	C22orf25	NM_152906	Body	
cg03180302	TTR	NM_000371	1stExon	
cg03180819	SCN3A	NM_001081677;NM_006922;NM_001081676	TSS1500	
cg03183800	ZNF804B	NM_181646;NM_152706	Body	
cg03183800	MGC26647	NM_181646;NM_152706	Body	
cg03188495	GNA15	NM_002068	1stExon	
cg03198203	PLEKHA7	NM_175058	Body	chr11:17034843-17036404
cg03220543	ACTL8	NM_030812	5'UTR	
cg03222834	SHISA9	NM_001145204	Body	
cg03225882	LOC399959	NR_024430;NM_001001786	Body	
cg03225882	BLID	NR_024430;NM_001001786	TSS200	
cg03226887	CREB5	NM_004904;NM_182899;NM_182898	Body	
cg03238162	DSG3	NM_001944	TSS200	
cg03269716	SAMD11	NM_152486	Body	chr1:875730-878363
cg03294491	SMAD2	NM_005901;NM_001135937;NM_001003652	TSS1500	chr18:45456484-45458024
cg03296370	CX3CR1	NM_001171174;NM_001171172;NM_001171174;NM_001171171	1stExon	
cg03296370	CX3CR1	NM_001171174;NM_001171172;NM_001171174;NM_001171171	TSS1500	
cg03296370	CX3CR1	NM_001171174;NM_001171172;NM_001171174;NM_001171171	5'UTR	
cg03298704	TSPAN5	NM_005723	Body	
cg03304763	TEX12	NM_031275	TSS1500	
cg03312205	COPS7A	NM_001164094;NM_016319;NM_001164095;NM_001164093	TSS1500	chr12:6833058-6833491
cg03314569	TINAGL1	NM_022164	TSS1500	
cg03328299	STOML1	NM_004809	Body	chr15:74284252-74284821
cg03328961	CDH12	NM_004061;NR_003921	5'UTR	
cg03328961	PMCHL1	NM_004061;NR_003921	TSS1500	
cg03337263	NBEA	NM_015678	Body	
cg03344782	OC90	NM_001080399	Body	
cg03354707	LTBP4	NM_001042545;NM_001042544;NM_003573	Body	chr19:41115445-41115767
cg03359095	C20orf151	NM_080833	TSS1500	
cg03369382	HIPK2	NM_001113239;NM_022740	Body	
cg03383434	EXD3	NM_017820;NM_006647	TSS1500	chr9:140317160-140318663
cg03383434	NOXA1	NM_017820;NM_006647	Body	chr9:140317160-140318663
cg03386791	CACNA1H	NM_021098;NM_001005407	Body	chr16:1267865-1268605
cg03389133	SSTR3	NM_001051	TSS1500	
cg03402630	MYO18B	NM_032608	Body	
cg03419475	ABLIM1	NM_001003408;NM_001003407;NM_006720;NM_002313	Body	
cg03419475	ABLIM1	NM_001003408;NM_001003407;NM_006720;NM_002313	5'UTR	
cg03427841	CCDC144A	NM_014695	Body	
cg03433048	CHRNE	NM_000080	TSS200	chr17:4802265-4805402
cg03433942	C3orf27	NM_007354	TSS200	
cg03442592	C20orf186	NM_182519	TSS1500	
cg03450635	FAM198B	NM_001031700;NM_016613;NM_001128424	TSS200	
cg03450635	FAM198B	NM_001031700;NM_016613;NM_001128424	TSS1500	
cg03473042	WDR5	NM_017588	TSS1500	chr9:137000467-137001998
cg03502236	MUC2	NM_002457	TSS200	
cg03512414	RIN2	NM_018993	Body	
cg03514381	COQ3	NM_017421	TSS1500	chr6:99841661-99842146
cg03518772	CT47B1	NM_001145718	3'UTR	chrX:120008631-120009630
cg03521982	CBLN2	NM_182511	Body	chr18:70208974-70211790
cg03532673	NAPEPLD	NM_001122838;NM_198990	5'UTR	chr7:102789395-102790120
cg03550233	KRT19	NM_002276	TSS1500	chr17:39683908-39684599
cg03559942	ZBTB3	NM_024784	Body	chr11:62521370-62521962
cg03561416	ARID1B	NM_017519;NM_175863;NM_020732	Body	
cg03564497	TCP10L2	NM_001145121	3'UTR	
cg03587117	CNTN5	NM_014361;NM_175566	3'UTR	
cg03594790	GRAMD3	NM_001146319	Body	
cg03600318	SFTPD	NM_003019	TSS200	
cg03602233	ZNRF1	NM_032268	3'UTR	
cg03615145	LOC344595	NR_028302	Body	
cg03619332	SOLH	NM_005632	5'UTR	chr16:587567-588172
cg03625911	CHI3L1	NM_001276	1stExon	
cg03627881	EPHB1	NM_004441	Body	
cg03637218	AP3S1	NM_001284	Body	
cg03676485	LFNG	NM_001166355;NM_001040167;NM_001040168;NM_002304	Body	chr7:2563610-2564056
cg03688324	FGF9	NM_002010	Body	chr13:22247803-22249755
cg03711717	KCNS3	NM_002252	3'UTR	
cg03712823	MCF2L	NM_001112732;NM_024979	Body	chr13:113684525-113684991
cg03717367	LOC100289341	NR_027447;NM_016219	Body	chr9:139980377-139981887
cg03717367	MAN1B1	NR_027447;NM_016219	TSS1500	chr9:139980377-139981887
cg03721387	KRTAP24-1	NM_001085455;NM_001085455	3'UTR	
cg03721387	KRTAP24-1	NM_001085455;NM_001085455	1stExon	
cg03723715	SLC8A2	NM_015063	Body	chr19:47935483-47935715
cg03726791	THAP4	NM_015963;NM_001164356	Body	
cg03744357	LOC442459	NR_024608	TSS1500	chrX:99194334-99194598
cg03748986	PRDM16	NM_022114;NM_199454	Body	chr1:3342012-3342806
cg03759236	CORO2B	NM_006091	Body	
cg03762242	GAS7	NM_201433;NM_201432;NM_201432	Body	
cg03762242	GAS7	NM_201433;NM_201432;NM_201432	1stExon	
cg03762242	GAS7	NM_201433;NM_201432;NM_201432	5'UTR	
cg03778909	TBCD	NM_005993	Body	chr17:80829533-80829871
cg03802185	SH2B2	NM_020979	TSS1500	chr7:101929503-101931089
