Name	UCSC_RefGene_Name	UCSC_RefGene_Accession	UCSC_RefGene_Group	UCSC_CpG_Islands_Name
cg08854987	PCDHGA4	NM_018917;NM_018921;NM_018912;NM_018922;NM_032100;NM_018926;NM_018924;NM_018919;NM_032088;NM_018918;NM_003736;NM_018916;NM_018915;NM_018923;NM_018920;NM_018925	Body	chr5:140789094-140789762
cg08854987	PCDHGA9	NM_018917;NM_018921;NM_018912;NM_018922;NM_032100;NM_018926;NM_018924;NM_018919;NM_032088;NM_018918;NM_003736;NM_018916;NM_018915;NM_018923;NM_018920;NM_018925	Body	chr5:140789094-140789762
cg08854987	PCDHGA1	NM_018917;NM_018921;NM_018912;NM_018922;NM_032100;NM_018926;NM_018924;NM_018919;NM_032088;NM_018918;NM_003736;NM_018916;NM_018915;NM_018923;NM_018920;NM_018925	Body	chr5:140789094-140789762
cg08854987	PCDHGB1	NM_018917;NM_018921;NM_018912;NM_018922;NM_032100;NM_018926;NM_018924;NM_018919;NM_032088;NM_018918;NM_003736;NM_018916;NM_018915;NM_018923;NM_018920;NM_018925	Body	chr5:140789094-140789762
cg08854987	PCDHGB6	NM_018917;NM_018921;NM_018912;NM_018922;NM_032100;NM_018926;NM_018924;NM_018919;NM_032088;NM_018918;NM_003736;NM_018916;NM_018915;NM_018923;NM_018920;NM_018925	1stExon	chr5:140789094-140789762
cg08854987	PCDHGB3	NM_018917;NM_018921;NM_018912;NM_018922;NM_032100;NM_018926;NM_018924;NM_018919;NM_032088;NM_018918;NM_003736;NM_018916;NM_018915;NM_018923;NM_018920;NM_018925	Body	chr5:140789094-140789762
cg08854987	PCDHGA6	NM_018917;NM_018921;NM_018912;NM_018922;NM_032100;NM_018926;NM_018924;NM_018919;NM_032088;NM_018918;NM_003736;NM_018916;NM_018915;NM_018923;NM_018920;NM_018925	Body	chr5:140789094-140789762
cg08854987	PCDHGA8	NM_018917;NM_018921;NM_018912;NM_018922;NM_032100;NM_018926;NM_018924;NM_018919;NM_032088;NM_018918;NM_003736;NM_018916;NM_018915;NM_018923;NM_018920;NM_018925	Body	chr5:140789094-140789762
cg08854987	PCDHGA5	NM_018917;NM_018921;NM_018912;NM_018922;NM_032100;NM_018926;NM_018924;NM_018919;NM_032088;NM_018918;NM_003736;NM_018916;NM_018915;NM_018923;NM_018920;NM_018925	Body	chr5:140789094-140789762
cg08854987	PCDHGB4	NM_018917;NM_018921;NM_018912;NM_018922;NM_032100;NM_018926;NM_018924;NM_018919;NM_032088;NM_018918;NM_003736;NM_018916;NM_018915;NM_018923;NM_018920;NM_018925	Body	chr5:140789094-140789762
cg08854987	PCDHGA3	NM_018917;NM_018921;NM_018912;NM_018922;NM_032100;NM_018926;NM_018924;NM_018919;NM_032088;NM_018918;NM_003736;NM_018916;NM_018915;NM_018923;NM_018920;NM_018925	Body	chr5:140789094-140789762
cg08854987	PCDHGA2	NM_018917;NM_018921;NM_018912;NM_018922;NM_032100;NM_018926;NM_018924;NM_018919;NM_032088;NM_018918;NM_003736;NM_018916;NM_018915;NM_018923;NM_018920;NM_018925	Body	chr5:140789094-140789762
cg08854987	PCDHGB2	NM_018917;NM_018921;NM_018912;NM_018922;NM_032100;NM_018926;NM_018924;NM_018919;NM_032088;NM_018918;NM_003736;NM_018916;NM_018915;NM_018923;NM_018920;NM_018925	Body	chr5:140789094-140789762
cg08854987	PCDHGA7	NM_018917;NM_018921;NM_018912;NM_018922;NM_032100;NM_018926;NM_018924;NM_018919;NM_032088;NM_018918;NM_003736;NM_018916;NM_018915;NM_018923;NM_018920;NM_018925	Body	chr5:140789094-140789762
cg08854987	PCDHGB5	NM_018917;NM_018921;NM_018912;NM_018922;NM_032100;NM_018926;NM_018924;NM_018919;NM_032088;NM_018918;NM_003736;NM_018916;NM_018915;NM_018923;NM_018920;NM_018925	Body	chr5:140789094-140789762
cg08938062	RP5-1022P6.2	NM_019593	5'UTR	chr20:5591490-5591875
cg08971171	MIR25	NR_029498;NM_005916;NM_182776;NR_029510	TSS1500	
cg08971171	MCM7	NR_029498;NM_005916;NM_182776;NR_029510	Body	
cg08971171	MIR93	NR_029498;NM_005916;NM_182776;NR_029510	TSS200	
cg09006420	VPS53	NM_018289;NM_001128159	Body	
cg09085932	GRK5	NM_005308	Body	
cg09095525	ZC3H7A	NM_014153	Body	
cg09107053	C1orf198	NM_032800;NM_001136495;NM_001136494	Body	
cg09107053	C1orf198	NM_032800;NM_001136495;NM_001136494	5'UTR	
cg09115473	TRIO	NM_007118	Body	
cg09127448	CTBP2	NM_001329;NM_022802;NM_001083914	Body	
cg09230938	ABCC5	NM_005688;NM_001023587	Body	
cg09262171	ADCY9	NM_001116	Body	
cg09292244	PRAGMIN	NM_001080826	Body	
cg09307985	COX7A1	NM_001864	Body	chr19:36642327-36643585
cg09343667	NRP2	NM_201279;NM_018534;NM_201264;NM_201267;NM_003872;NM_201266	Body	
cg09499482	FBXL22	NM_203373	TSS200	chr15:63892789-63893911
cg09537568	WDFY3	NM_178583;NM_014991	Body	
cg09556631	SORBS2	NM_003603;NM_021069;NM_001145670;NM_001145671;NM_001145672;NM_001145673	5'UTR	
cg09559798	CTBP2	NM_001329;NM_022802;NM_001083914	Body	chr10:126686551-126686892
cg09606564	MFAP4	NM_002404	Body	
cg09664445	KIAA0664	NM_015229	5'UTR	chr17:2614320-2615630
cg09671951	C10orf26	NM_017787;NM_001083913	Body	
cg09867883	SNAP47	NM_053052	Body	
cg09880665	LDLRAD3	NM_174902	Body	
cg09941363	RNF11	NM_014372	Body	
cg09990962	PRDM16	NM_022114;NM_199454	Body	chr1:3163969-3164643
cg10025838	SLC5A9	NM_001011547;NM_001135181	1stExon	
cg10111629	ST7L	NM_017744;NM_138728;NM_138727	3'UTR	
cg10133100	SAPS3	NM_001164161;NM_001164163;NM_001164160;NM_001164164;NM_001164162;NM_018312	5'UTR	
cg10170214	LZTS2	NM_032429	Body	chr10:102765205-102765448
cg10200202	RGS10	NM_001005339;NM_002925	Body	
cg10210806	ESPN	NM_031475	Body	chr1:6514108-6516325
cg10217767	DDX11	NM_030653;NM_152438;NM_004399	3'UTR	
cg10217767	DDX11	NM_030653;NM_152438;NM_004399	Body	
cg10287032	ITSN2	NM_147152;NM_019595;NM_006277	5'UTR	
cg10294732	LIMCH1	NM_014988;NM_001112718;NM_001112717;NM_001112720;NM_001112719	Body	
cg10294732	LIMCH1	NM_014988;NM_001112718;NM_001112717;NM_001112720;NM_001112719	TSS1500	
cg10297617	C14orf159	NM_001102367;NM_001102366;NM_001102369;NM_024952;NM_001102368	5'UTR	
cg10416593	TYMP	NM_001113756;NM_001169109;NM_001953;NM_001113755	Body	chr22:50963608-50970768
cg10416593	SCO2	NM_001113756;NM_001169109;NM_001953;NM_001113755	TSS1500	chr22:50963608-50970768
cg10515131	BCL11B	NM_022898;NM_138576	Body	chr14:99711839-99713431
cg10530883	IRX1	NM_024337;NM_024337	1stExon	chr5:3594467-3603054
cg10530883	IRX1	NM_024337;NM_024337	5'UTR	chr5:3594467-3603054
cg10531355	SERINC5	NM_178276	Body	
cg10532384	ZBTB38	NM_001080412	Body	
cg10547908	FAM174B	NM_207446	Body	
cg10557552	WDR20	NM_181291	Body	chr14:102680287-102680519
cg10593028	EXPH5	NM_001144763;NM_001144763;NM_015065	1stExon	
cg10593028	EXPH5	NM_001144763;NM_001144763;NM_015065	5'UTR	
cg10593028	EXPH5	NM_001144763;NM_001144763;NM_015065	Body	
cg10690003	DLX6AS	NR_015448	Body	
cg10707788	GMDS	NM_001500	Body	
cg10836110	SHROOM1	NM_133456	1stExon	chr5:132160904-132161809
cg10887366	WDFY4	NM_020945	TSS1500	
cg10902549	PAOX	NM_207128;NM_207127;NM_152911	Body	chr10:135203101-135203316
cg10946510	CCDC88C	NM_001080414	Body	
cg10975001	TRIM62	NM_018207	Body	chr1:33625259-33625527
cg11196788	NUMA1	NM_006185	Body	
cg11236746	GLB1	NM_001079811;NM_001135602;NM_000404	Body	
cg11309785	EXOC6B	NM_015189	Body	
cg11311053	NCOR2	NM_006312;NM_001077261	Body	chr12:124911243-124911464
cg11317199	TRIM14	NM_014788;NM_033220;NM_033219;NM_033221	Body	chr9:100849699-100850392
cg11358945	NR4A2	NM_006186	Body	chr2:157185557-157186355
cg11389960	MTMR10	NM_017762	Body	
cg11589536	CCR1	NM_001295	TSS1500	
cg11591485	SLC12A8	NM_024628	Body	
cg11637084	SGMS1	NM_147156	5'UTR	
cg11670000	PVRL2	NM_001042724;NM_002856	Body	chr19:45349328-45350044
cg11684826	AIMP2	NM_006303	Body	
cg11710211	ZNF787	NM_001002836	Body	chr19:56608791-56609103
cg11786839	GMDS	NM_001500	Body	
cg11834730	NCOR2	NM_006312;NM_001077261	Body	chr12:124941314-124941584
cg11878712	MGAT5	NM_002410	Body	
cg11895835	C5orf13	NM_004772;NM_001142481;NM_001142479;NM_001142478;NM_001142474;NM_001142480;NM_001142475;NM_001142483;NM_001142476;NM_001142482;NM_001142477	Body	
cg11905061	AGAP1	NM_014914;NM_001037131	Body	chr2:236578080-236580153
cg11938455	DTNBP1	NM_183041;NM_183040;NM_032122	Body	
cg11945905	NCRNA00176	NR_027686;NR_027687	TSS200	chr20:62669304-62670730
cg11994630	RTKN	NM_033046;NM_001015056;NM_001015055	Body	chr2:74663315-74663699
cg11994630	RTKN	NM_033046;NM_001015056;NM_001015055	5'UTR	chr2:74663315-74663699
cg12043732	SLCO4A1	NM_016354	5'UTR	chr20:61287997-61288480
cg12058064	KLHL25	NM_022480;NR_031682	5'UTR	chr15:86312153-86313047
cg12058064	MIR1276	NM_022480;NR_031682	TSS1500	chr15:86312153-86313047
cg12070159	RGS20	NM_170587	Body	chr8:54789581-54790665
cg12083852	PI4KB	NM_002651	Body	
cg12102573	ANKRD13B	NM_152345	Body	chr17:27919874-27921105
cg12107072	PPIL1	NM_016059	Body	
cg12136950	ITPKB	NM_002221	Body	
cg12149299	CDK17	NM_001170464;NM_002595	5'UTR	
cg12179661	ENTPD8	NM_198585;NM_001033113	5'UTR	chr9:140335758-140336321
cg12194336	FLNB	NM_001164319;NM_001164317;NM_001164318;NM_001457	Body	
cg12303813	NUAK2	NM_030952	Body	
cg12399536	TEAD1	NM_021961	Body	
cg12407791	UNC13D	NM_199242	Body	
cg12421282	NFYC	NM_014223;NM_001142590;NR_024567;NM_001142588;NM_001142589;NM_001142587	5'UTR	chr1:41157162-41157975
cg12421282	LOC100130557	NM_014223;NM_001142590;NR_024567;NM_001142588;NM_001142589;NM_001142587	TSS1500	chr1:41157162-41157975
cg12444411	GNA12	NM_007353	Body	chr7:2802440-2802698
cg12461099	ALDH4A1	NM_001161504;NM_170726;NM_003748	TSS1500	
cg12461099	ALDH4A1	NM_001161504;NM_170726;NM_003748	Body	
cg12474824	CTBP1	NM_001328;NM_001012614	Body	chr4:1229249-1229501
cg12498088	TTBK1	NM_032538	3'UTR	chr6:43252734-43253476
cg12544557	KRT12	NM_000223	Body	chr17:39019387-39020101
cg12602112	EDNRB	NM_003991;NM_000115;NM_001122659	TSS1500	chr13:78492425-78493382
cg12602112	EDNRB	NM_003991;NM_000115;NM_001122659	5'UTR	chr13:78492425-78493382
cg12691994	RASSF5	NM_182663;NM_182665;NM_182664	Body	
cg12724221	AVPI1	NM_021732	TSS1500	chr10:99446696-99447400
cg12813441	RTN4	NM_207520;NM_020532;NM_153828;NM_207521	Body	
cg12876356	GFI1	NM_001127215;NM_001127216;NM_005263	Body	chr1:92945907-92952609
cg13081009	RERE	NM_001042682;NM_012102;NM_001042681	5'UTR	
cg13081009	RERE	NM_001042682;NM_012102;NM_001042681	Body	
cg13280041	NHSL1	NM_020464	Body	
cg13387826	PRKCZ	NM_001033581;NM_002744;NM_001033581	1stExon	chr1:2005179-2005565
cg13387826	PRKCZ	NM_001033581;NM_002744;NM_001033581	Body	chr1:2005179-2005565
cg13387826	PRKCZ	NM_001033581;NM_002744;NM_001033581	5'UTR	chr1:2005179-2005565
cg13394216	GMDS	NM_001500	Body	
cg13408344	KLF13	NM_015995	Body	
cg13434989	EDNRB	NM_003991;NM_000115;NM_001122659	TSS1500	chr13:78492425-78493382
cg13434989	EDNRB	NM_003991;NM_000115;NM_001122659	5'UTR	chr13:78492425-78493382
cg13455434	RBPMS	NM_001008712;NM_001008710;NM_001008711;NM_006867	Body	chr8:30241416-30242878
cg13488570	SKI	NM_003036	Body	chr1:2222198-2222569
cg13506485	PLCE1	NM_016341	Body	
cg13554018	SPIN1	NM_006717	3'UTR	
cg13567542	TRIM15	NM_033229	Body	chr6:30139718-30140263
cg13572771	RAD51L1	NM_133509;NM_002877;NM_133510	Body	
cg13672638	FSD1L	NM_207647;NM_001145313	Body	chr9:108282047-108282289
cg13695746	CCDC3	NM_031455	Body	
cg13708635	NNAT	NM_181689;NM_005386;NM_001167821;NM_181689;NM_001167822;NM_005386;NM_001167820;NM_006698;NM_001167823	5'UTR	chr20:36148603-36150136
cg13708635	NNAT	NM_181689;NM_005386;NM_001167821;NM_181689;NM_001167822;NM_005386;NM_001167820;NM_006698;NM_001167823	1stExon	chr20:36148603-36150136
cg13708635	BLCAP	NM_181689;NM_005386;NM_001167821;NM_181689;NM_001167822;NM_005386;NM_001167820;NM_006698;NM_001167823	5'UTR	chr20:36148603-36150136
cg13713922	GLI2	NM_005270	Body	chr2:121624827-121625209
cg13716026	TMC1	NM_138691	5'UTR	
cg13745832	FAM18B2	NM_145301	3'UTR	
cg13776095	A2LD1	NM_033110;NM_033110	5'UTR	chr13:101184396-101184848
cg13776095	A2LD1	NM_033110;NM_033110	1stExon	chr13:101184396-101184848
cg13829419	HIVEP2	NM_006734	5'UTR	
cg13836518	CORO2A	NM_052820;NM_003389	3'UTR	chr9:100881098-100881660
cg13840520	IL16	NM_172217;NM_004513	Body	
cg13840520	IL16	NM_172217;NM_004513	5'UTR	
cg13855435	YPEL2	NM_001005404	Body	
cg13860849	CD248	NM_020404	1stExon	chr11:66083955-66084535
cg13938187	OAZ2	NM_002537	3'UTR	
cg13940125	CRB1	NM_201253	TSS1500	
cg13975098	RGS10	NM_001005339	TSS1500	chr10:121301478-121303169
cg14008999	NXN	NM_022463	Body	
cg14021880	EMILIN1	NM_007046	TSS200	chr2:27305312-27305612
cg14057303	MIR548Q	NR_031752;NM_021224	Body	
cg14057303	ZNF462	NR_031752;NM_021224	5'UTR	
cg14059835	C9orf78	NM_016520;NM_001110303;NM_001008563;NM_006676	TSS1500	chr9:132597219-132598321
cg14059835	USP20	NM_016520;NM_001110303;NM_001008563;NM_006676	5'UTR	chr9:132597219-132598321
cg14067101	DMRT3	NM_021240	TSS1500	chr9:976162-977828
cg14081465	ASTN2	NM_198186;NM_014010;NM_198187	Body	
cg14087413	TMEM8B	NM_001042590;NM_001042589	Body	chr9:35846310-35846638
cg14183922	SEPT9	NM_001113492;NM_001113493;NM_001113491;NM_006640;NM_001113494	5'UTR	chr17:75368688-75370506
cg14183922	SEPT9	NM_001113492;NM_001113493;NM_001113491;NM_006640;NM_001113494	Body	chr17:75368688-75370506
cg14183922	SEPT9	NM_001113492;NM_001113493;NM_001113491;NM_006640;NM_001113494	TSS1500	chr17:75368688-75370506
cg14186336	GSN	NM_001127664;NM_001127667;NM_001127662;NM_198252;NM_001127665;NM_001127663;NM_001127666	5'UTR	
cg14266527	LRBA	NM_006726	Body	chr4:151500763-151501299
cg14281592	ANGPTL2	NM_012098;NM_014636	5'UTR	
cg14281592	RALGPS1	NM_012098;NM_014636	Body	
cg14284618	TACC1	NM_001146216	5'UTR	
cg14316231	MYST3	NM_001099413;NM_001099412;NM_006766	Body	
cg14350800	VAV2	NM_001134398;NM_003371	Body	
cg14385738	PTPN22	NM_012411;NM_012411;NM_015967;NM_015967	5'UTR	
cg14385738	PTPN22	NM_012411;NM_012411;NM_015967;NM_015967	1stExon	
cg14460715	TBCD	NM_005993	Body	chr17:80764626-80764842
cg14499274	VAV2	NM_001134398;NM_003371	Body	
cg14531663	PRRT1	NM_030651	3'UTR	chr6:32116590-32117229
cg14564722	FOXP1	NM_032682;NM_001012505	5'UTR	
cg14753631	TSPAN9	NM_001168320;NM_006675	5'UTR	
cg14794735	MIR183	NR_029615;NR_029512	TSS1500	chr7:129418286-129422509
cg14794735	MIR96	NR_029615;NR_029512	TSS1500	chr7:129418286-129422509
cg14898623	NCOR2	NM_006312;NM_001077261	Body	chr12:124941314-124941584
cg14905657	LMO3	NM_001001395;NM_018640	5'UTR	
cg14905657	LMO3	NM_001001395;NM_018640	TSS1500	
cg14939821	DOCK1	NM_001380;NM_001039762	Body	
cg14939821	FAM196A	NM_001380;NM_001039762	Body	
cg14950303	FOXD4L1	NM_012184	TSS1500	chr2:114256775-114258043
cg15007548	TANC1	NM_033394;NM_001145909	Body	
cg15012214	ARHGEF3	NM_001128615;NM_019555;NM_001128616	Body	
cg15012214	ARHGEF3	NM_001128615;NM_019555;NM_001128616	TSS1500	
cg15036894	FAM134B	NM_001034850	Body	
cg15176213	COX7A1	NM_001864;NM_001864	5'UTR	chr19:36642327-36643585
cg15176213	COX7A1	NM_001864;NM_001864	1stExon	chr19:36642327-36643585
cg15246895	RAI1	NM_030665	5'UTR	
cg15268136	PTPRF	NM_002840;NM_130440	Body	chr1:44031286-44031853
cg15285250	NXPH1	NM_152745	Body	chr7:8481974-8482762
cg15299510	TACC1	NM_001146216	5'UTR	
cg15312943	SERGEF	NM_012139	Body	
cg15331500	TEF	NM_001145398;NM_003216	Body	chr22:41777430-41778281
cg15345743	RASSF3	NM_178169	Body	
cg15382933	CD59	NM_203330;NM_001127225;NM_203329;NM_001127226;NM_000611;NM_001127223;NM_001127227;NM_203331	5'UTR	
cg15382933	CD59	NM_203330;NM_001127225;NM_203329;NM_001127226;NM_000611;NM_001127223;NM_001127227;NM_203331	TSS1500	
cg15394142	HMGA2	NM_003484;NM_003483	Body	
cg15430661	GRASP	NM_181711	Body	chr12:52400467-52401696
cg15521790	MAML2	NM_032427	Body	
cg15568225	CAP1	NM_001105530;NM_006367	3'UTR	
cg15678744	SH3PXD2B	NM_001017995	Body	
cg15691199	CEBPE	NM_001805	TSS1500	
cg15696816	RAI1	NM_030665	3'UTR	chr17:17712911-17714456
cg15716373	APOL1	NM_145343;NM_001136540;NM_003661;NM_001136541	Body	
cg15807046	TRAM2	NM_012288	Body	chr6:52441269-52441793
cg15889424	SNORA80	NR_002996;NM_014825	Body	
cg15889424	URB1	NR_002996;NM_014825	Body	
cg15894581	FBXL22	NM_203373	TSS200	chr15:63892789-63893911
cg15913725	TSSC1	NM_003310	Body	chr2:3286324-3286530
cg15936066	SLC20A2	NM_006749	5'UTR	
cg15951188	KCNAB3	NM_004732	1stExon	chr17:7832532-7833164
cg16050897	SDK2	NM_001144952	Body	
cg16120833	GPRC5C	NM_018653;NM_022036	Body	chr17:72442927-72443194
cg16200879	STAP2	NM_001013841;NM_017720	Body	chr19:4326878-4327380
cg16293484	SEPT9	NM_001113492;NM_001113496;NM_001113495;NM_001113495;NM_001113493;NM_001113491;NM_006640;NM_001113494	Body	
cg16293484	SEPT9	NM_001113492;NM_001113496;NM_001113495;NM_001113495;NM_001113493;NM_001113491;NM_006640;NM_001113494	5'UTR	
cg16293484	SEPT9	NM_001113492;NM_001113496;NM_001113495;NM_001113495;NM_001113493;NM_001113491;NM_006640;NM_001113494	1stExon	
cg16303353	CACNA1C	NM_001129844;NM_001129827;NM_001129839;NM_001129834;NM_001129841;NM_000719;NM_001129830;NM_001167625;NM_001129843;NM_001167624;NM_001129835;NM_001129837;NM_001167623;NM_001129840;NM_199460;NM_001129833;NM_001129832;NM_001129829;NM_001129846;NM_001129836;NM_001129838;NM_001129831;NM_001129842	Body	
cg16309127	PFDN5	NM_002624;NM_145897	TSS1500	chr12:53689227-53689570
cg16322014	DNHD1	NM_173589;NM_173589;NM_144666;NM_144666	5'UTR	
cg16322014	DNHD1	NM_173589;NM_173589;NM_144666;NM_144666	1stExon	
cg16356456	CLIP2	NM_032421;NM_003388	5'UTR	chr7:73720746-73720988
cg16375820	IL6ST	NM_002184;NM_175767	5'UTR	chr5:55290335-55291389
cg16471167	BANP	NM_017869;NM_079837	Body	
cg16572224	SH3PXD2B	NM_001017995	Body	
cg16600934	AKT1	NM_001014431;NM_005163;NM_001014432	Body	chr14:105261334-105261624
cg16747717	WWOX	NM_016373	Body	
cg16751493	PPP1R7	NM_002712	Body	
cg16758800	DLX6AS	NR_015448	Body	chr7:96631383-96631800
cg16857771	PHKG1	NM_006213	5'UTR	
cg16911583	TMEM149	NM_024660;NM_144987;NM_001040425	TSS200	chr19:36231186-36232219
cg16911583	U2AF1L4	NM_024660;NM_144987;NM_001040425	3'UTR	chr19:36231186-36232219
cg16971668	EOMES	NM_005442	TSS1500	chr3:27765196-27765675
cg16971827	CBL	NM_005188	3'UTR	chr11:119181396-119181670
cg17032848	LRRFIP1	NM_001137553;NM_004735;NM_001137550;NM_001137552;NM_001137551	Body	chr2:238643905-238644109
cg17080882	TGFBR3	NM_003243	Body	
cg17220055	HIVEP3	NM_024503;NM_001127714	5'UTR	
cg17226446	KIAA0922	NM_015196;NM_001131007	Body	
cg17241776	DLEU7	NM_198989	1stExon	chr13:51417371-51418149
cg17306279	CXXC5	NM_016463	5'UTR	chr5:139056577-139056856
cg17322683	RNF39	NM_170769;NM_025236	3'UTR	chr6:30038881-30039477
cg17395184	ZFP106	NM_022473	TSS1500	
cg17467898	NUDT1	NM_198948;NM_002452;NM_198952;NM_198950;NM_198954;NM_198953;NM_198949	Body	
cg17494034	VPS13D	NM_015378;NM_018156	Body	
cg17523415	CTBP2	NM_001083914;NM_001329	5'UTR	
cg17611046	FARS2	NM_006567	Body	
cg17648080	SMG6	NM_017575;NM_001170957	Body	
cg17670512	RAB40B	NM_006822	Body	
cg17699214	APBB2	NM_004307;NM_001166050;NM_173075	Body	
cg17738861	MTMR12	NM_001040446	Body	
cg17782974	TRIM8	NM_030912	Body	chr10:104401821-104404968
cg17783244	PATZ1	NM_014323;NM_032052;NM_032050;NM_032051	Body	chr22:31741045-31743707
cg17815933	FOXJ2	NM_018416	5'UTR	
cg17843212	FOXJ3	NM_014947	5'UTR	
cg17864487	LRRFIP1	NM_001137553;NM_004735;NM_001137550;NM_001137552;NM_001137551	Body	chr2:238643905-238644109
cg17918556	LASS6	NM_203463	Body	
cg17960111	BRD4	NM_014299;NM_058243	Body	
cg18005337	ZAP70	NM_001079	Body	chr2:98340397-98340959
cg18009021	PDLIM5	NR_024179;NM_001011515;NM_006457;NM_001011516;NM_001011513	Body	chr4:95372801-95373535
cg18097277	IL16	NM_172217;NM_004513	Body	
cg18097277	IL16	NM_172217;NM_004513	TSS1500	
cg18167466	ACOT7	NM_181864;NM_181865;NM_007274;NM_181866	Body	
cg18181229	PBX1	NM_002585	Body	chr1:164545540-164545917
cg18223453	TBX4	NM_018488	Body	
cg18237323	PHYHIP	NM_014759;NM_001099335;NM_014759;NM_001099335	1stExon	chr8:22089367-22089668
cg18237323	PHYHIP	NM_014759;NM_001099335;NM_014759;NM_001099335	5'UTR	chr8:22089367-22089668
cg18255813	RREB1	NM_001003698;NM_001003700;NM_001168344;NM_001003699	Body	
cg18337963	DGKZ	NM_001105540;NM_201533;NM_001105540;NM_003646;NM_201532	1stExon	
cg18337963	DGKZ	NM_001105540;NM_201533;NM_001105540;NM_003646;NM_201532	Body	
cg18337963	DGKZ	NM_001105540;NM_201533;NM_001105540;NM_003646;NM_201532	5'UTR	
cg18416096	SYNPO	NM_001166208;NM_001109974;NM_007286;NM_001166209	Body	chr5:150028945-150029457
cg18455616	INPP4A	NM_001566;NM_004027;NM_001134224;NM_001134225	5'UTR	
cg18594963	MYO1C	NM_001080779;NM_033375;NM_001080950	Body	chr17:1375216-1375460
cg18661379	SUFU	NM_016169	3'UTR	
cg18754118	GNG7	NM_052847	5'UTR	chr19:2588375-2588590
cg18792528	LDLRAP1	NM_015627	3'UTR	
cg18824549	FAM117A	NM_030802	Body	
cg18828619	PELI2	NM_021255	Body	
cg18920088	MTHFD1L	NM_015440	Body	
cg18944752	RGS12	NM_198229;NM_198227;NM_002926	Body	
cg18960620	ORAI1	NM_032790	Body	chr12:122064176-122065142
cg19005335	NCOR2	NM_006312;NM_001077261	Body	chr12:124941314-124941584
cg19011001	ITPK1	NM_001142593;NM_014216;NM_001142594	Body	
cg19023977	ELL2	NM_012081	Body	
cg19029214	CAPN2	NM_001146068;NM_001146068	5'UTR	
cg19029214	CAPN2	NM_001146068;NM_001146068	1stExon	
cg19058865	STAP2	NM_001013841;NM_017720	Body	chr19:4326878-4327380
cg19062174	GPD2	NM_000408;NM_001083112	5'UTR	
cg19112186	CPT1B	NM_152246;NM_001145135;NM_001145137;NR_027928;NM_152245;NM_001145136;NM_004377;NM_001145134	5'UTR	chr22:51016253-51017020
cg19112186	CPT1B	NM_152246;NM_001145135;NM_001145137;NR_027928;NM_152245;NM_001145136;NM_004377;NM_001145134	TSS200	chr22:51016253-51017020
cg19112186	CHKB-CPT1B	NM_152246;NM_001145135;NM_001145137;NR_027928;NM_152245;NM_001145136;NM_004377;NM_001145134	Body	chr22:51016253-51017020
cg19242851	RPH3AL	NM_006987	Body	
cg19269749	CYP27C1	NM_001001665	Body	
cg19296354	GNASAS	NR_002785;NM_016592	Body	chr20:57415135-57417153
cg19296354	GNAS	NR_002785;NM_016592	1stExon	chr20:57415135-57417153
cg19339179	ALPK1	NM_025144;NM_001102406	Body	
cg19368031	MYST4	NM_012330	Body	
cg19430694	HEATR2	NM_017802	Body	chr7:813627-814392
cg19465268	RHBDD2	NM_001040456;NM_001040457	3'UTR	
cg19465605	CCDC88C	NM_001080414	Body	chr14:91770110-91770419
cg19466563	SPARCL1	NM_004684;NM_001128310;NM_001128310;NM_004684	1stExon	
cg19466563	SPARCL1	NM_004684;NM_001128310;NM_001128310;NM_004684	5'UTR	
cg19519319	MOBKL2A	NM_130807	5'UTR	
cg19550904	C14orf73	NM_001077594	Body	chr14:103568365-103571499
cg19563525	FRS2	NM_001042555;NM_006654	5'UTR	
cg19589800	UBE2N	NM_003348	Body	
cg19650157	EDNRB	NM_003991;NM_000115;NM_001122659	TSS1500	chr13:78492425-78493382
cg19650157	EDNRB	NM_003991;NM_000115;NM_001122659	5'UTR	chr13:78492425-78493382
cg19702675	MYO3B	NM_001083615;NM_001171642;NM_138995	Body	
cg19771173	PLEKHA6	NM_014935	5'UTR	
cg19841369	SYNE2	NM_182914;NM_015180	Body	
cg19948701	SEPT9	NM_001113492;NM_001113495;NM_001113496;NM_001113493;NM_001113491;NM_006640;NM_001113494	Body	
cg19948701	SEPT9	NM_001113492;NM_001113495;NM_001113496;NM_001113493;NM_001113491;NM_006640;NM_001113494	TSS200	
cg19948701	SEPT9	NM_001113492;NM_001113495;NM_001113496;NM_001113493;NM_001113491;NM_006640;NM_001113494	5'UTR	
cg19957803	SKP1	NM_170679;NM_006930	5'UTR	chr5:133511971-133512902
cg19983775	OAT	NM_000274	5'UTR	chr10:126106818-126107862
cg20030711	SEPT9	NM_001113492;NM_001113495;NM_001113496;NM_001113493;NM_001113491;NM_006640;NM_001113494	Body	
cg20030711	SEPT9	NM_001113492;NM_001113495;NM_001113496;NM_001113493;NM_001113491;NM_006640;NM_001113494	TSS200	
cg20030711	SEPT9	NM_001113492;NM_001113495;NM_001113496;NM_001113493;NM_001113491;NM_006640;NM_001113494	5'UTR	
cg20080624	DLX5	NM_005221	Body	chr7:96650221-96651551
cg20166027	NCOA4	NM_001145262;NM_001145262;NM_005437;NM_001145263;NM_001145261;NM_001145260	1stExon	chr10:51572198-51572620
cg20166027	NCOA4	NM_001145262;NM_001145262;NM_005437;NM_001145263;NM_001145261;NM_001145260	5'UTR	chr10:51572198-51572620
